Season,Team,Lg,Salary
2012-13,Golden State Warriors,NBA,"$1,020,960"
2013-14,Golden State Warriors,NBA,"$1,066,920"
2014-15,Golden State Warriors,NBA,"$1,112,880"
2015-16,Golden State Warriors,NBA,"$2,008,748"
