Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998-99,21,LAL,NBA,PG,15,0,188,5.4,12.4,.431,1.3,3.1,.438,4.0,9.4,.429,2.3,4.0,.571,0.4,0.8,1.1,4.8,1.0,0.0,2.1,5.4,14.4
1999-00,22,LAL,NBA,PG,8,0,146,4.7,9.6,.487,1.0,2.0,.500,3.7,7.6,.484,1.5,2.0,.750,0.5,2.5,3.0,4.2,0.7,0.0,2.2,4.2,11.8
2000-01,23,LAL,NBA,PG,38,1,468,3.8,9.0,.427,0.8,2.6,.324,3.0,6.4,.470,1.5,1.8,.792,0.4,2.1,2.5,3.5,1.5,0.0,2.1,4.2,10.0
2001-02,24,WAS,NBA,PG,71,0,1458,5.5,12.8,.427,1.6,3.5,.447,3.9,9.4,.420,1.2,1.6,.762,0.3,2.7,3.0,6.1,1.2,0.0,2.4,3.0,13.7
2002-03,25,WAS,NBA,PG,75,24,1986,4.5,10.4,.433,1.1,3.2,.341,3.4,7.2,.474,1.6,1.9,.875,0.4,2.3,2.7,4.8,0.9,0.0,1.4,2.7,11.7
2003-04,26,ORL,NBA,PG,76,69,2332,4.8,11.0,.433,1.2,3.2,.383,3.5,7.8,.453,1.6,2.0,.771,0.4,2.5,2.9,4.9,0.9,0.1,1.9,2.9,12.3
2004-05,27,TOT,NBA,PG,70,49,2007,5.3,11.7,.451,1.0,2.8,.355,4.3,9.0,.481,2.5,3.0,.861,0.3,2.4,2.7,5.8,0.6,0.0,1.9,3.0,14.1
2004-05,27,HOU,NBA,PG,21,3,479,3.6,9.2,.393,1.1,3.4,.333,2.5,5.8,.429,1.1,1.4,.778,0.0,3.0,3.0,4.4,0.6,0.0,1.8,3.6,9.4
2004-05,27,ATL,NBA,PG,49,46,1528,5.8,12.5,.464,0.9,2.6,.364,4.9,9.9,.491,3.0,3.5,.871,0.3,2.2,2.6,6.2,0.6,0.0,1.9,2.8,15.6
2005-06,28,ATL,NBA,PG,51,10,1234,5.6,12.2,.459,1.7,3.7,.457,3.9,8.5,.460,3.4,4.0,.855,0.4,2.0,2.4,4.6,0.8,0.1,2.2,3.3,16.3
2006-07,29,ATL,NBA,PG,56,17,1488,5.3,12.7,.416,1.4,3.9,.348,3.9,8.8,.446,3.5,3.9,.883,0.5,2.1,2.5,4.9,0.6,0.0,2.1,2.4,15.4
2007-08,30,TOT,NBA,PG,50,3,736,5.5,12.4,.447,1.9,4.2,.453,3.6,8.2,.443,1.2,1.6,.781,0.4,2.2,2.6,3.6,0.5,0.0,1.3,3.2,14.2
2007-08,30,ATL,NBA,PG,33,3,564,5.5,12.5,.439,1.9,4.4,.435,3.6,8.1,.441,1.5,1.8,.857,0.6,2.0,2.6,3.8,0.7,0.0,1.4,2.4,14.4
2007-08,30,DAL,NBA,PG,17,0,172,5.7,11.9,.474,1.9,3.6,.529,3.8,8.4,.450,0.2,0.8,.250,0.0,2.7,2.7,3.1,0.0,0.2,1.0,5.9,13.4
2008-09,31,TOT,NBA,PG,44,0,521,4.9,11.2,.438,1.9,4.3,.435,3.0,6.9,.440,1.0,1.3,.737,0.4,2.8,3.2,4.1,0.6,0.0,1.6,3.7,12.6
2008-09,31,MIL,NBA,PG,30,0,392,5.0,10.9,.454,1.9,4.1,.467,3.0,6.8,.446,1.1,1.5,.750,0.6,2.7,3.2,4.2,0.6,0.0,1.9,3.8,12.9
2008-09,31,ORL,NBA,PG,14,0,129,4.7,12.0,.395,1.7,4.7,.353,3.1,7.3,.423,0.6,0.8,.667,0.0,3.1,3.1,3.9,0.6,0.0,0.6,3.6,11.7
