Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,25,HOU,NBA,SG,79,3002,,82%,18%,,,+4.4,+7.9,69,50,46,64,,24,,438,158,33,79
2001-02,26,HOU,NBA,SG,74,3116,,79%,21%,,,-3.4,+10.0,99,58,23,83,,14,,425,101,23,47
2002-03,27,HOU,NBA,SG,73,3044,,93%,6%,,,+2.2,+2.7,95,38,33,56,,24,,473,93,25,41
2003-04,28,HOU,NBA,SG,80,3229,,95%,5%,,,+1.8,-0.9,91,48,41,62,,25,,582,82,12,51
2004-05,29,TOT,NBA,SG,66,2388,,98%,2%,,,+0.2,+0.5,79,30,24,0,,0,,408,0,17,39
2004-05,29,ORL,NBA,SG,23,726,,100%,,,,-0.8,+2.4,21,6,14,22,,9,,88,28,6,11
2004-05,29,SAC,NBA,SG,43,1662,,97%,2%,,,+0.6,-3.2,58,24,10,49,,5,,320,49,11,28
2005-06,30,LAC,NBA,SF,79,2979,,40%,60%,,,+2.2,+1.4,68,36,41,92,,25,,503,86,19,48
2006-07,31,LAC,NBA,SG,78,2841,,90%,10%,,,-0.6,-0.1,56,39,50,75,,23,,415,77,14,35
2007-08,32,LAC,NBA,SG,77,2702,1%,96%,3%,,,-8.8,-1.5,61,26,36,74,,20,,440,77,13,39
2008-09,33,LAC,NBA,SG,11,365,,100%,,,,-10.0,-0.1,12,2,4,6,,3,,27,6,3,9
