Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,747,581,27618,4319,9979,.433,1085,2867,.378,3234,7112,.455,.487,2241,2684,.835,543,2359,2902,2015,878,313,1520,1710,11964
6 seasons,,HOU,NBA,,436,321,16343,2654,6141,.432,672,1807,.372,1982,4334,.457,.487,1468,1750,.839,337,1424,1761,1177,526,187,956,991,7448
4 seasons,,LAC,NBA,,245,196,8887,1257,2906,.433,263,718,.366,994,2188,.454,.478,605,729,.830,161,751,912,650,278,96,431,567,3382
1 season,,SAC,NBA,,43,43,1662,280,636,.440,92,217,.424,188,419,.449,.513,113,136,.831,34,132,166,146,51,21,92,103,765
1 season,,ORL,NBA,,23,21,726,128,296,.432,58,125,.464,70,171,.409,.530,55,69,.797,11,52,63,42,23,9,41,49,369
