Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2005-06,18,UTA,NBA,PG,23,203,.368,16.1,.737,.224,.053,.026,.434,.263,.411,.471,.500,.000,.394,.250,.652,.013,1,1.000,.200,.000,1,0
2006-07,19,UTA,NBA,SG,37,373,.345,15.0,.724,.241,.078,.086,.319,.276,.393,.464,.333,.300,.378,.219,.606,.034,3,1.000,.219,.000,0,0
2007-08,20,UTA,NBA,SG,60,689,.479,14.4,.674,.297,.089,.055,.233,.326,.522,.714,.476,.385,.327,.390,.639,.085,19,1.000,.117,.333,1,0
2008-09,21,UTA,NBA,SG,72,1623,.459,14.0,.681,.283,.100,.069,.230,.319,.509,.692,.357,.385,.388,.352,.672,.087,45,.968,.229,.439,1,0
2009-10,22,UTA,NBA,SF,63,1497,.429,15.2,.614,.260,.075,.075,.205,.386,.484,.644,.381,.333,.374,.341,.593,.057,26,.919,.171,.378,1,0
2010-11,23,UTA,NBA,SF,78,1969,.407,15.3,.623,.207,.161,.076,.179,.377,.459,.683,.352,.294,.366,.322,.525,.040,31,.908,.139,.298,4,0
2011-12,24,UTA,NBA,SG,56,1145,.381,14.3,.677,.234,.198,.058,.187,.323,.416,.642,.304,.333,.276,.307,.466,.075,31,.870,.207,.290,3,0
2012-13,25,CLE,NBA,SF,65,1364,.415,18.0,.466,.156,.112,.055,.142,.534,.451,.594,.319,.412,.414,.384,.550,.036,17,.960,.201,.409,1,0
2013-14,26,CLE,NBA,SG,51,984,.435,17.6,.484,.169,.098,.071,.147,.516,.480,.609,.400,.414,.417,.393,.674,.042,16,.928,.246,.462,2,0
2014-15,27,IND,NBA,SG,70,1841,.398,18.8,.461,.141,.067,.086,.167,.539,.459,.650,.309,.394,.391,.345,.634,.045,32,.909,.251,.366,5,0
2015-16,28,IND,NBA,SF,64,1464,.409,18.5,.390,.158,.071,.055,.104,.610,.474,.560,.378,.486,.409,.367,.487,.027,12,.915,.155,.467,2,0
2016-17,29,IND,NBA,SF,42,944,.435,19.4,.398,.124,.088,.045,.141,.602,.454,.591,.419,.375,.380,.423,.609,.017,4,.956,.272,.517,1,0
