Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2005-06,18,UTA,NBA,PG,23,203,,37%,63%,,,-4.2,-1.0,6,2,1,7,,0,,32,9,0,6
2006-07,19,UTA,NBA,SG,37,373,,93%,7%,,,-7.3,-11.7,11,9,8,31,,2,,51,9,0,8
2007-08,20,UTA,NBA,SG,60,689,,88%,12%,,,+9.1,+2.0,17,7,3,56,,1,,116,23,7,5
2008-09,21,UTA,NBA,SG,72,1623,1%,97%,1%,,,+0.8,-3.5,35,11,18,100,,8,,223,42,12,26
2009-10,22,UTA,NBA,SF,63,1497,,8%,91%,1%,,+5.1,-0.7,38,20,23,95,,14,,227,46,18,30
2010-11,23,UTA,NBA,SF,78,1969,1%,41%,58%,1%,,+1.4,+6.8,47,21,25,115,,17,,304,87,22,46
2011-12,24,UTA,NBA,SG,56,1145,,68%,32%,,,+0.1,-0.8,28,16,9,64,,6,,141,53,7,24
2012-13,25,CLE,NBA,SF,65,1364,,33%,67%,,,-3.2,+3.1,28,21,20,75,,9,2,140,42,10,21
2013-14,26,CLE,NBA,SG,51,984,,60%,39%,1%,,+1.7,+6.9,23,11,9,54,3,4,1,121,29,9,15
2014-15,27,IND,NBA,SG,70,1841,,72%,27%,,,+4.1,+7.6,44,17,12,62,14,9,6,170,57,13,26
2015-16,28,IND,NBA,SF,64,1464,,18%,76%,5%,,-0.3,-3.6,30,20,20,71,11,12,5,150,54,8,27
2016-17,29,IND,NBA,SF,42,944,,35%,57%,8%,,+3.5,+6.7,4,13,5,47,4,3,1,57,24,6,16
