Player,Sim,1,2,3,4,5,6,7,8,9,10,11,12,13
C.J. Miles,,3.6,3.1,2.9,2.6,2.5,2.5,1.9,1.9,1.5,0.3,-0.5,,
Scott Brooks,86.7,4.6,3.3,2.9,2.7,2.6,2.1,1.9,1.6,1.0,0.7,,,
Mike Glenn,85.7,4.4,3.9,2.9,2.9,2.8,2.8,2.1,1.9,1.5,0.1,,,
Ernie Grunfeld,83.3,4.3,4.3,3.5,2.7,2.5,2.4,2.2,1.6,1.4,,,,
Darrell Griffith,82.8,3.9,3.5,3.5,2.8,2.5,2.5,2.1,0.8,0.4,0.0,,,
Earl Watson,81.6,2.9,2.7,2.6,2.3,2.3,2.0,1.8,1.5,1.0,0.4,0.0,-0.1,-0.2
Randy Foye,79.6,4.6,3.7,3.2,3.1,2.3,2.2,1.7,1.1,1.0,0.4,,,
Mickael Pietrus,79.2,3.6,3.6,3.0,2.8,2.1,1.5,1.3,1.2,0.6,0.0,,,
Calbert Cheaney,78.6,4.1,3.9,3.2,3.2,2.8,2.3,1.2,1.2,0.8,0.4,0.3,0.0,-0.1
Tyronn Lue,78.6,3.7,3.7,2.7,2.5,2.1,2.0,1.2,0.8,0.4,0.3,0.2,,
Bill Hanzlik,77.9,4.7,4.1,3.5,2.9,2.4,2.2,1.9,1.3,1.0,0.7,,,
