Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,19,UTA,NBA,C,48,7,565,6.0,11.8,.508,0.0,0.0,,6.0,11.8,.508,2.3,3.2,.706,3.2,5.6,8.8,1.3,0.8,2.0,1.7,4.5,14.3
2009-10,20,UTA,NBA,C,36,0,172,4.6,9.8,.468,0.0,0.0,,4.6,9.8,.468,1.9,3.1,.600,3.3,6.1,9.4,1.3,0.4,0.8,3.1,5.4,11.1
2010-11,21,TOT,NBA,C,50,2,434,5.6,12.4,.453,0.0,0.2,.000,5.6,12.3,.459,2.0,3.6,.558,4.7,6.1,10.8,0.6,0.8,2.1,2.6,4.9,13.3
2010-11,21,MIN,NBA,C,39,1,336,5.0,11.6,.435,0.0,0.2,.000,5.0,11.4,.443,1.3,2.6,.500,4.5,5.9,10.4,0.7,0.9,2.1,2.7,5.4,11.4
2010-11,21,DEN,NBA,C,11,1,98,7.7,15.4,.500,0.0,0.0,,7.7,15.4,.500,4.4,7.0,.632,5.5,6.6,12.1,0.0,0.7,1.8,2.2,3.3,19.8
2011-12,22,DEN,NBA,C,48,24,792,5.2,8.7,.599,0.0,0.0,,5.2,8.7,.599,1.5,2.5,.600,4.3,7.4,11.7,0.7,1.1,1.9,1.5,4.4,12.0
2012-13,23,DEN,NBA,C,81,81,1817,5.8,10.1,.581,0.0,0.0,.000,5.8,10.0,.582,1.1,2.1,.558,4.2,7.0,11.1,0.6,0.9,2.0,1.1,4.9,12.8
2013-14,24,MEM,NBA,C,80,22,1349,6.1,12.2,.495,0.0,0.0,,6.1,12.2,.495,1.6,2.5,.645,4.3,6.9,11.2,1.0,0.9,1.9,1.8,4.9,13.7
2014-15,25,MEM,NBA,C,81,3,1348,4.9,9.6,.508,0.0,0.0,,4.9,9.6,.508,1.5,2.3,.647,3.2,8.1,11.4,1.0,0.8,1.7,1.8,4.0,11.2
2015-16,26,SAC,NBA,C,78,14,1482,5.7,10.8,.532,0.0,0.0,,5.7,10.8,.532,1.4,2.5,.548,4.1,6.2,10.3,0.8,1.0,1.7,1.2,4.5,12.9
2016-17,27,SAC,NBA,C,50,41,959,5.4,9.1,.597,0.0,0.0,.000,5.4,9.1,.599,1.0,1.8,.551,3.1,7.1,10.2,1.0,1.0,1.1,1.6,4.3,11.9
