Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,70,871,,,2%,90%,8%,-6.9,-3.8,6,3,11,10,0,2,0,90,4,3,22
2 seasons,,CLE,NBA,,42,630,,,2%,88%,10%,-8.9,-0.1,6,2,7,39,0,4,0,64,10,1,15
1 season,,BOS,NBA,,28,241,,,2%,97%,1%,-1.5,-8.0,0,1,4,18,0,2,0,26,3,2,7
