Season,Team,Lg,Salary
2012-13,Atlanta Hawks,NBA,"$473,604"
2013-14,Atlanta Hawks,NBA,"$788,872"
2014-15,Atlanta Hawks,NBA,"$3,333,333"
2015-16,Atlanta Hawks,NBA,"$3,333,333"
