Player,Sim,1,2,3,4,5,6
Mike Scott,,3.2,2.7,2.6,0.9,,
Maurice Harkless,88.7,2.9,2.8,2.4,0.3,,
Don Collins,87.3,3.5,3.4,2.6,0.9,0.0,0.0
Don Barksdale,85.0,3.1,2.3,2.2,1.5,,
Mike Jackson,84.8,3.4,3.1,2.4,0.2,,
Mickey Davis,84.6,3.4,2.6,2.3,0.4,0.3,-0.1
Sam Williams,83.9,3.7,2.7,2.6,-0.1,,
Cal Christensen,83.3,3.2,2.9,1.7,0.4,0.0,
Michael Kidd-Gilchrist,82.7,3.8,3.1,2.1,0.6,,
Walter Berry,81.7,3.4,2.4,2.3,,,
Arnie Ferrin,80.7,2.6,2.6,2.4,,,
