Player,Sim,1,2,3,4
Darius Miller,,0.8,0.5,-0.1,
Jackie Moore,87.7,0.9,0.5,,
Darnell Jackson,72.7,0.8,0.7,-0.3,
Jim Tucker,67.7,1.0,0.3,0.0,
Ansu Sesay,67.5,0.8,0.5,0.2,-0.1
Terence Morris,67.2,0.9,0.2,-0.1,
Ron Grandison,66.2,0.6,0.5,0.0,0.0
Scott Roth,66.0,0.7,0.3,0.1,
Jerrod Mustaf,64.9,0.8,0.5,0.4,0.0
Jamie Watson,64.7,0.8,0.3,0.1,0.0
Bob Peterson,64.5,0.9,0.4,0.2,
