Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2007-08,21,MIN,NBA,SF,79,1803,,14%,86%,1%,,-8.4,-1.6,43,22,24,102,,10,,242,50,10,34
2008-09,22,MIN,NBA,SF,15,307,,81%,19%,,,+0.1,+6.2,7,2,4,17,,3,,54,8,3,11
2009-10,23,MIN,NBA,SG,82,2482,,89%,10%,1%,,-10.2,-0.6,85,36,43,97,,23,,419,123,24,59
2010-11,24,TOT,NBA,SF-SG,69,1510,,27%,67%,5%,,-4.0,-3.4,44,25,18,0,,0,,199,0,14,32
2010-11,24,MIN,NBA,SF,56,1362,,28%,68%,4%,,-5.1,+2.9,43,21,13,57,,8,,170,81,13,29
2010-11,24,DAL,NBA,SG,13,148,,21%,63%,16%,,+6.6,+1.9,1,4,5,12,,3,,29,9,1,3
2011-12,25,DEN,NBA,SF,59,1287,,11%,86%,4%,,+2.5,-1.4,30,17,9,36,,6,,194,58,11,41
2012-13,26,DEN,NBA,SF,82,2003,,15%,80%,5%,,+3.9,-2.7,39,39,24,54,,8,3,263,95,20,64
2013-14,27,MIN,NBA,SF,81,2609,,12%,87%,1%,,+5.8,+9.7,41,39,25,87,4,11,4,307,104,30,43
2014-15,28,TOT,NBA,SF,80,2087,,25%,71%,4%,,+5.4,+2.9,62,38,31,0,0,0,0,396,0,21,57
2014-15,28,MIN,NBA,SF,24,680,,,92%,8%,,-13.8,-5.2,24,14,12,19,0,6,2,166,31,6,16
2014-15,28,HOU,NBA,SF,56,1407,,37%,61%,2%,,+5.4,+2.9,38,24,19,36,5,8,5,230,65,15,41
2015-16,29,HOU,NBA,SF,82,1669,,5%,83%,12%,,-2.6,-4.7,36,29,13,48,8,6,10,257,54,12,27
2016-17,30,HOU,NBA,SF,53,820,,23%,75%,2%,,+8.7,+3.3,1,17,16,31,3,10,2,136,21,5,18
