Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,25,CHI,NBA,SG,1,0,9:13,3,4,.750,0,1,.000,0,0,,1,1,1,2,0,2,0,6
2015-16,26,CHI,NBA,SG,,0,0:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
2016-17,27,CHI,,SF,,0,,,,,,,,,,,,,,,,,,
