Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,TOT,,1,0,9,3,4,.750,0,1,.000,0,0,,1,1,1,2,0,2,0,6
,,,NBA,,1,0,9,3,4,.750,0,1,.000,0,0,,1,1,1,2,0,2,0,6
,,,,,0,0,,,,,,,,,,,,,,,,,,
