Player,Sim,1,2,3,4,5
Jimmy Butler,,11.2,9.1,7.1,7.0,1.1
Russell Westbrook,91.3,11.6,9.4,7.9,6.1,1.9
Isiah Thomas,91.2,11.2,9.1,8.8,7.4,2.3
Jim Paxson,91.1,10.2,9.5,7.7,7.5,0.3
Allen Iverson,90.4,11.8,9.0,7.2,6.9,4.1
Rajon Rondo,89.8,9.9,9.6,7.2,6.6,2.4
Deron Williams,88.8,11.3,10.3,8.4,7.2,2.8
James Silas,88.7,13.1,9.8,7.9,7.4,0.7
Walter Davis,88.7,10.1,9.4,8.3,7.1,2.7
Archie Clark,88.3,11.4,8.1,7.9,6.2,2.7
George Gervin,88.0,10.5,10.0,9.3,7.3,1.6
