Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2014-15,24,DAL,NBA,SF,5,2,150,5.3,9.7,.548,2.2,3.5,.636,3.1,6.3,.500,4.7,6.0,.789,4.4,6.9,11.3,1.9,3.1,2.5,1.9,4.7,17.6,,138,106
2015-16,25,POR,NBA,SF,11,11,372,7.5,17.2,.438,3.8,9.4,.400,3.8,7.8,.483,2.8,3.9,.724,3.1,9.7,12.7,2.7,1.1,1.3,2.8,4.2,21.6,,110,109
