Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,138,2111,.507,11.2,.996,.268,.128,.201,.399,.004,.507,.723,.364,.500,.412,.333,.680,.054,35,.000,.000,,0,0
3 seasons,,CHA,NBA,,84,1574,.502,11.4,.994,.260,.138,.177,.419,.006,.503,.735,.386,.422,.432,.333,.685,.047,23,.000,.000,,0,0
3 seasons,,OKC,NBA,,42,451,.519,10.1,1.000,.314,.109,.263,.314,.000,.519,.694,.294,.610,.347,,.654,.071,10,,,,0,0
1 season,,BOS,NBA,,12,86,.522,14.0,1.000,.130,.043,.304,.522,.000,.522,.667,.000,.857,.333,,.750,.087,2,,,,0,0
