Player,Sim,1,2,3,4,5,6,7
D.J. White,,1.8,0.8,0.6,0.4,0.2,0.0,
Byron Houston,87.8,1.8,0.9,0.7,0.5,,,
Julian Wright,81.9,1.7,0.8,0.8,0.6,,,
Tellis Frank,81.9,2.0,1.1,0.6,0.3,0.1,,
Billy Schaeffer,78.3,1.9,0.8,0.5,,,,
Cliff Meely,78.1,1.8,1.2,1.0,0.4,0.2,,
Bob Portman,77.5,1.9,1.2,0.8,0.5,,,
Joe Kopicki,75.8,1.9,0.9,0.7,,,,
John Thomas,75.2,1.5,0.9,0.4,0.4,0.0,,
Henry Walker,74.9,1.9,1.1,0.9,0.5,0.5,,
Tony Brown,74.1,1.8,1.3,0.9,0.5,0.2,0.2,0.0
