Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000-01,20,ORL,NBA,SF,4,4,28.0,4.8,12.0,.396,1.8,4.5,.389,3.0,7.5,.400,.469,0.8,1.0,.750,1.3,3.3,4.5,1.8,0.0,0.8,0.8,3.3,12.0
2001-02,21,ORL,NBA,SF,4,1,18.0,1.8,5.3,.333,0.3,2.0,.125,1.5,3.3,.462,.357,1.0,1.0,1.000,0.0,1.3,1.3,1.3,1.0,0.0,1.0,2.0,4.8
2003-04,23,MEM,NBA,SF,4,4,24.5,3.0,8.5,.353,1.3,3.3,.385,1.8,5.3,.333,.426,0.3,0.8,.333,0.0,3.0,3.0,0.8,1.3,0.0,1.3,1.0,7.5
2004-05,24,MEM,NBA,SF,4,4,27.5,4.5,9.3,.486,2.0,4.3,.471,2.5,5.0,.500,.595,1.0,1.0,1.000,0.0,2.5,2.5,2.8,0.0,0.8,1.3,1.8,12.0
2005-06,25,MEM,NBA,SG,4,1,26.8,3.0,7.5,.400,0.3,2.0,.125,2.8,5.5,.500,.417,2.3,2.3,1.000,0.3,3.5,3.8,1.8,0.5,0.5,2.0,2.8,8.5
2010-11,30,MIA,NBA,SG,18,0,11.9,1.0,2.9,.340,0.6,2.1,.297,0.4,0.9,.438,.443,0.0,0.0,,0.5,2.2,2.7,0.7,0.4,0.1,0.4,1.4,2.6
2011-12,31,MIA,NBA,SG,23,0,16.0,1.7,4.3,.404,1.3,3.3,.413,0.4,1.0,.375,.561,0.4,0.5,.818,0.4,2.1,2.5,0.7,0.4,0.1,0.5,1.8,5.2
2012-13,32,MIA,NBA,SF,17,5,13.6,1.2,2.6,.467,0.9,2.1,.444,0.3,0.5,.556,.644,0.0,0.0,,0.2,1.8,1.9,0.9,0.5,0.1,0.3,1.5,3.4
2013-14,33,MEM,NBA,SF,7,1,24.7,2.1,6.0,.357,2.0,4.1,.483,0.1,1.9,.077,.524,1.0,1.3,.778,0.3,3.4,3.7,1.3,0.9,0.0,0.7,2.3,7.3
2014-15,34,CLE,NBA,SF,9,1,7.2,0.3,0.6,.600,0.3,0.6,.600,0.0,0.0,,.900,0.0,0.0,,0.0,1.1,1.1,0.0,0.1,0.1,0.1,0.7,1.0
