Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,20,ORL,NBA,SF,4,112,.396,16.1,.625,.229,.021,.125,.250,.375,.400,.636,.000,.333,.250,.389,.667,.021,1,1.000,.167,.667,0,0
2001-02,21,ORL,NBA,SF,4,72,.333,19.1,.619,.048,.048,.190,.333,.381,.462,1.000,.000,.250,.571,.125,.667,.000,0,1.000,.000,,0,0
2003-04,23,MEM,NBA,SF,4,98,.353,17.1,.618,.176,.088,.029,.324,.382,.333,.500,.333,.000,.273,.385,.571,.000,0,1.000,.231,.000,0,0
2004-05,24,MEM,NBA,SF,4,110,.486,18.2,.541,.189,.027,.027,.297,.459,.500,.571,.000,.000,.545,.471,.700,.000,0,.625,.176,.333,0,0
2005-06,25,MEM,NBA,SG,4,107,.400,15.2,.733,.267,.100,.000,.367,.267,.500,.875,.333,,.273,.125,.545,.033,1,1.000,.000,,0,0
2010-11,30,MIA,NBA,SG,18,215,.340,20.7,.302,.151,.038,.019,.094,.698,.438,.500,.500,.000,.400,.297,.286,.019,1,1.000,.243,.333,1,0
2011-12,31,MIA,NBA,SG,23,368,.404,21.9,.242,.061,.030,.020,.131,.758,.375,.667,.000,.500,.308,.413,.111,.000,0,.968,.213,.438,0,0
2012-13,32,MIA,NBA,SF,17,232,.467,21.3,.200,.133,.000,.022,.044,.800,.556,.833,,.000,.000,.444,.400,.000,0,1.000,.194,.429,0,0
2013-14,33,MEM,NBA,SF,7,173,.357,21.9,.310,.048,.048,.071,.143,.690,.077,.000,.000,.333,.000,.483,.000,.000,0,.929,.069,.500,0,0
2014-15,34,CLE,NBA,SF,9,65,.600,25.0,.000,.000,.000,.000,.000,1.000,,,,,,.600,,.000,0,1.000,.400,1.000,0,0
