Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1998-99,18,FLORIDA,28,677,115,233,31,87,80,114,,146,58,35,7,69,52,341,.494,.356,.702,24.2,12.2,5.2,2.1
1999-00,19,FLORIDA,37,1058,175,368,47,139,124,170,,243,91,46,15,71,70,521,.476,.338,.729,28.6,14.1,6.6,2.5
