Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005-06,19,PHI,NBA,PG,30,0,145,5.7,12.9,.442,0.5,2.2,.222,5.2,10.7,.488,2.0,3.2,.615,0.7,4.0,4.7,2.5,1.2,0.0,3.2,3.2,13.9
2006-07,20,PHI,NBA,PG,61,0,688,4.9,11.0,.441,0.6,1.9,.324,4.2,9.1,.466,3.3,4.8,.696,0.9,2.8,3.7,5.8,1.2,0.1,2.4,2.2,13.7
2007-08,21,PHI,NBA,PG,80,0,1862,6.2,14.5,.424,1.1,3.0,.359,5.1,11.6,.441,4.4,5.6,.783,0.8,2.4,3.2,4.9,1.6,0.3,2.4,2.5,17.8
2008-09,22,PHI,NBA,SG,81,0,1919,6.3,15.8,.398,1.2,4.1,.286,5.1,11.7,.438,5.7,7.2,.790,0.7,2.4,3.1,4.5,1.6,0.3,2.8,2.4,19.5
2009-10,23,PHI,NBA,PG,64,38,1912,6.0,12.7,.470,1.3,3.9,.340,4.7,8.9,.527,3.6,4.4,.824,0.5,3.1,3.5,5.0,1.5,0.3,2.0,2.1,16.9
2010-11,24,PHI,NBA,SG,75,0,1747,6.7,16.4,.406,1.8,5.2,.348,4.8,11.2,.434,6.0,7.3,.823,0.7,2.4,3.1,5.2,1.0,0.4,2.1,2.6,21.2
2011-12,25,PHI,NBA,PG,64,0,1682,6.8,16.7,.407,1.8,4.9,.362,5.0,11.8,.425,5.1,6.2,.812,0.6,2.7,3.3,4.7,1.1,0.4,1.5,1.9,20.5
2012-13,26,ATL,NBA,SG,39,9,1119,6.0,14.3,.422,2.3,6.3,.367,3.7,7.9,.466,3.4,3.9,.868,0.3,2.3,2.6,4.5,1.4,0.3,2.4,1.8,17.7
2013-14,27,ATL,NBA,PG,60,7,1445,4.9,12.3,.400,2.0,5.8,.342,2.9,6.5,.450,3.8,4.5,.849,0.2,2.8,3.1,5.2,1.1,0.1,2.3,1.6,15.6
2014-15,28,TOR,NBA,SG,80,0,2016,6.7,16.6,.404,2.7,8.0,.340,4.0,8.6,.464,6.1,7.1,.861,0.4,2.3,2.7,2.9,1.6,0.2,1.8,1.8,22.2
2015-16,29,LAL,NBA,SG,67,35,1907,5.3,13.1,.408,2.1,6.0,.344,3.3,7.0,.464,6.6,8.0,.830,0.6,2.6,3.2,3.2,1.2,0.4,2.0,2.0,19.4
2016-17,30,LAL,NBA,SG,53,1,1288,8.2,18.8,.437,3.0,8.0,.381,5.2,10.8,.478,7.6,8.6,.877,0.3,3.2,3.5,4.7,1.6,0.3,3.0,1.7,27.1
