Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,753,17707,69%,30%,1%,,,-0.7,+1.2,532,359,201,449,13,94,26,4897,1280,253,492
7 seasons,,PHI,NBA,,455,9955,82%,18%,,,,+0.2,+0.3,297,179,138,255,0,71,0,2981,723,164,323
2 seasons,,LAL,NBA,,119,3172,64%,36%,,,,-6.4,+5.0,70,113,29,84,4,10,14,736,300,46,77
2 seasons,,ATL,NBA,,99,2564,71%,29%,,,,-3.2,-5.1,105,38,22,56,1,6,10,790,115,22,47
1 season,,TOR,NBA,,80,2016,11%,80%,9%,,,+7.1,+7.8,60,29,12,54,8,7,2,390,142,21,45
