Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992-93,22,HOU,NBA,SF,79,79,2330,5.0,10.5,.474,0.2,0.7,.255,4.8,9.8,.490,2.2,3.1,.715,1.7,4.3,6.1,3.0,1.2,1.3,2.4,3.2,12.4
1993-94,23,HOU,NBA,SF,81,81,2370,4.9,10.7,.459,0.7,2.1,.324,4.2,8.6,.491,1.7,2.4,.732,1.9,4.7,6.7,3.5,1.8,1.1,2.1,2.8,12.2
1994-95,24,HOU,NBA,PF,64,61,2074,4.2,9.3,.447,1.5,3.9,.379,2.7,5.4,.497,1.5,2.0,.761,1.4,4.2,5.6,3.7,1.6,1.3,2.1,2.8,11.3
1995-96,25,HOU,NBA,SF,71,71,2634,4.1,10.0,.410,1.9,5.3,.366,2.2,4.7,.459,1.5,2.0,.776,1.3,4.3,5.6,3.8,1.6,1.5,2.2,2.7,11.7
1996-97,26,TOT,NBA,SF,54,29,1395,4.1,9.3,.436,1.3,4.0,.318,2.8,5.3,.524,1.5,2.3,.667,1.8,4.4,6.1,2.8,1.7,1.4,1.9,3.9,10.9
1996-97,26,PHO,NBA,SF,32,15,719,4.1,9.8,.421,1.2,3.9,.308,2.9,5.9,.496,1.6,2.5,.640,2.0,4.0,6.0,2.7,1.4,1.3,2.3,4.1,11.0
1996-97,26,LAL,NBA,SF,22,14,676,4.0,8.8,.455,1.3,4.0,.329,2.7,4.7,.562,1.5,2.1,.700,1.5,4.8,6.3,3.0,2.0,1.5,1.4,3.8,10.8
1997-98,27,LAL,NBA,PF,72,71,2192,3.3,6.9,.476,0.3,1.5,.204,3.0,5.4,.554,1.9,2.8,.692,3.1,5.8,8.9,2.7,1.8,1.5,1.6,3.9,8.8
1998-99,28,LAL,NBA,PF,38,5,744,3.2,7.1,.459,1.0,2.2,.444,2.3,4.9,.465,1.6,2.2,.739,2.7,4.6,7.4,2.7,1.7,1.9,2.4,5.0,9.1
1999-00,29,LAL,NBA,PF,76,0,1685,3.4,7.8,.438,0.6,2.0,.309,2.8,5.7,.483,1.9,2.4,.788,2.8,4.9,7.7,2.5,1.8,1.7,1.6,4.0,9.3
2000-01,30,LAL,NBA,PF,79,1,1587,3.3,8.6,.387,1.2,3.5,.346,2.1,5.1,.415,1.3,1.9,.711,2.1,4.6,6.7,2.9,1.2,1.2,1.8,4.8,9.2
2001-02,31,LAL,NBA,PF,81,23,2140,3.1,7.7,.398,1.3,3.4,.374,1.8,4.3,.416,1.8,2.3,.783,2.2,5.9,8.1,3.9,1.3,1.5,1.5,3.5,9.3
2002-03,32,LAL,NBA,PF,80,26,2343,2.8,7.3,.387,0.8,2.7,.288,2.0,4.6,.445,1.6,2.1,.769,2.8,5.1,7.9,3.6,1.5,0.9,1.7,3.8,8.0
2003-04,33,SAS,NBA,PF,81,1,1290,3.9,9.7,.405,1.1,3.0,.380,2.8,6.7,.417,1.9,3.0,.645,3.0,4.6,7.6,2.8,1.3,1.4,1.5,4.6,10.9
2004-05,34,SAS,NBA,PF,75,16,1396,4.0,9.7,.419,1.3,3.6,.370,2.7,6.1,.447,2.2,2.8,.789,2.3,4.6,6.9,2.1,1.7,1.5,1.8,3.6,11.6
2005-06,35,SAS,NBA,PF,63,3,1182,3.4,8.9,.384,1.6,4.4,.368,1.8,4.5,.399,1.3,2.1,.647,2.2,5.2,7.4,2.4,1.3,1.6,1.2,3.5,9.8
2006-07,36,SAS,NBA,PF,68,8,1124,2.9,8.0,.359,1.6,4.8,.336,1.3,3.3,.392,1.2,2.0,.594,2.3,5.0,7.3,2.5,1.4,1.3,1.4,3.4,8.6
2007-08,37,SAS,NBA,PF,45,5,583,2.3,7.3,.319,1.1,4.3,.257,1.2,3.0,.408,1.1,1.7,.643,2.2,4.6,6.7,2.9,1.3,1.2,1.4,3.4,6.9
