Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992-93,22,HOU,NBA,SF,12,12,31.2,3.9,8.4,.465,0.8,2.5,.300,3.2,5.9,.535,.510,1.7,2.3,.741,1.2,4.0,5.2,3.2,1.5,1.3,2.3,2.5,10.3
1993-94,23,HOU,NBA,SF,23,23,33.8,4.3,9.8,.434,1.5,3.9,.382,2.8,6.0,.467,.509,1.7,2.2,.765,1.8,4.3,6.1,3.6,1.5,0.9,1.2,3.0,11.7
1994-95,24,HOU,NBA,PF,22,22,38.2,4.2,9.5,.445,2.0,5.0,.400,2.2,4.5,.495,.550,2.6,3.5,.744,1.8,5.2,7.0,3.5,1.5,1.2,1.1,3.1,13.1
1995-96,25,HOU,NBA,SF,8,8,38.5,4.6,11.4,.407,2.6,6.6,.396,2.0,4.8,.421,.522,1.3,2.9,.435,1.9,5.3,7.1,3.0,2.6,1.6,1.9,3.6,13.1
1996-97,26,LAL,NBA,SF,9,9,31.0,1.9,4.2,.447,1.3,3.1,.429,0.6,1.1,.500,.605,1.6,2.0,.778,1.3,4.0,5.3,1.4,1.1,0.8,1.2,3.0,6.7
1997-98,27,LAL,NBA,PF,13,13,32.5,3.0,5.4,.557,0.5,1.3,.353,2.5,4.1,.623,.600,2.2,3.2,.683,2.6,3.8,6.5,3.1,1.1,1.1,1.4,3.5,8.6
1998-99,28,LAL,NBA,PF,8,0,22.1,1.5,3.3,.462,0.6,1.5,.417,0.9,1.8,.500,.558,1.4,1.8,.786,1.3,3.3,4.5,1.4,0.8,0.8,0.9,3.6,5.0
1999-00,29,LAL,NBA,PF,23,0,26.9,2.6,6.3,.407,0.7,2.6,.288,1.8,3.7,.488,.466,1.7,2.5,.702,1.7,3.7,5.3,2.5,0.9,0.8,1.3,3.8,7.6
2000-01,30,LAL,NBA,PF,16,0,23.9,2.0,5.4,.368,1.1,2.9,.362,0.9,2.5,.375,.466,0.8,1.4,.591,1.9,3.3,5.2,1.9,1.4,1.0,1.1,3.1,5.9
2001-02,31,LAL,NBA,PF,19,14,37.0,3.2,7.2,.449,1.3,3.3,.387,1.9,3.9,.500,.537,1.6,2.0,.789,1.9,6.2,8.1,3.2,1.7,0.8,1.6,3.5,9.3
2002-03,32,LAL,NBA,PF,12,10,31.1,2.5,7.8,.319,0.2,3.2,.053,2.3,4.7,.500,.330,0.4,0.8,.556,1.9,4.8,6.7,3.1,1.3,1.0,1.4,3.1,5.6
2003-04,33,SAS,NBA,PF,10,0,21.1,2.0,4.3,.465,0.8,2.2,.364,1.2,2.1,.571,.558,1.3,1.4,.929,2.5,3.8,6.3,0.9,0.8,0.2,1.0,3.1,6.1
2004-05,34,SAS,NBA,PF,23,0,26.9,3.2,7.1,.448,1.7,3.7,.447,1.5,3.4,.449,.564,1.3,1.8,.732,2.0,3.4,5.4,2.0,0.9,0.9,0.9,2.3,9.3
2005-06,35,SAS,NBA,PF,13,5,17.2,1.2,2.8,.405,0.5,1.3,.353,0.7,1.5,.450,.486,1.5,2.0,.731,1.5,2.2,3.7,0.8,0.4,0.7,0.8,2.4,4.2
2006-07,36,SAS,NBA,PF,18,0,20.1,1.4,3.3,.417,0.7,2.1,.351,0.7,1.3,.522,.525,0.8,0.9,.824,0.9,3.0,3.9,1.6,0.6,1.3,0.8,1.7,4.3
2007-08,37,SAS,NBA,PF,15,0,10.3,0.5,2.4,.194,0.3,1.5,.227,0.1,0.9,.143,.264,0.3,0.4,.667,0.7,1.4,2.1,0.5,0.3,0.3,0.1,2.3,1.5
