Player,Sim,1,2,3,4,5
Brandon Knight,,4.5,2.8,1.7,1.3,1.1
Henry Bibby,87.5,4.1,2.9,2.3,1.5,1.0
Al Smith,87.2,4.5,3.3,1.8,0.9,0.6
Jordan Farmar,86.5,3.9,2.8,1.9,0.9,0.8
Derek Fisher,86.5,3.8,3.1,1.8,1.7,1.1
Armond Hill,85.5,4.2,2.6,2.5,1.0,0.8
Larry Wright,85.5,3.5,2.7,1.8,1.4,1.2
Dudley Bradley,84.8,3.9,3.1,2.4,1.4,1.1
Al Skinner,84.3,4.9,3.3,2.1,1.8,1.2
Jason Williams,84.1,4.7,3.8,2.1,1.5,0.9
Keith Bogans,83.7,4.9,2.3,1.7,1.3,0.1
