Player,Sim,1,2,3,4,5
Kawhi Leonard,,13.7,8.6,7.7,6.2,5.5
Elton Brand,92.8,13.6,9.7,7.6,7.5,6.1
Horace Grant,91.3,14.1,10.3,8.0,6.4,4.2
Andrei Kirilenko,90.1,11.6,9.2,7.9,7.3,5.5
George Yardley,89.6,12.3,10.0,7.6,7.5,5.3
Pau Gasol,88.5,12.0,8.5,8.1,7.6,6.8
Kenny Sears,88.3,13.3,10.0,8.8,8.0,6.2
Dominique Wilkins,88.1,12.2,10.8,7.6,7.0,5.8
Buck Williams,88.0,11.4,8.9,7.7,7.3,6.8
Kevin Garnett,86.5,11.6,9.6,7.3,5.4,4.4
Larry Kenon,86.3,10.0,9.5,7.5,6.2,5.9
