Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,TOT,,1,1,26,8,15,.533,1,6,.167,0,0,,3,6,3,2,0,2,0,17
,,,NBA,,1,1,26,8,15,.533,1,6,.167,0,0,,3,6,3,2,0,2,0,17
,,,,,0,0,,,,,,,,,,,,,,,,,,
