Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2015-16,24,SAS,NBA,SF,1,1,25:39,8,15,.533,1,6,.167,0,0,,3,6,3,2,0,2,0,17
2016-17,25,SAS,,SF,,0,,,,,,,,,,,,,,,,,,
