Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2002-03,22,GSW,NBA,SF,82,1305,.403,14.3,.640,.264,.113,.082,.182,.360,.434,.609,.234,.235,.395,.347,.603,.012,5,.962,.247,.297,1,0
2003-04,23,GSW,NBA,SF,75,2336,.449,14.9,.647,.219,.117,.101,.210,.353,.491,.690,.310,.438,.411,.370,.624,.021,15,.926,.276,.414,0,0
2004-05,24,GSW,NBA,SF,79,2570,.451,14.3,.695,.238,.122,.087,.249,.305,.479,.698,.336,.380,.373,.388,.631,.010,9,.963,.293,.370,0,0
2005-06,25,GSW,NBA,SF,81,2578,.406,15.2,.681,.213,.113,.093,.262,.319,.462,.707,.337,.395,.341,.285,.677,.011,8,.919,.258,.343,1,0
2006-07,26,TOT,NBA,SG-PF,82,2580,.452,14.9,.736,.216,.099,.100,.321,.264,.502,.745,.333,.353,.436,.313,.672,.021,17,.957,.272,.361,0,0
2006-07,26,GSW,NBA,PF,39,1051,.449,14.3,.719,.246,.122,.068,.284,.281,.489,.714,.289,.400,.400,.346,.700,.019,6,.944,.240,.320,0,0
2006-07,26,IND,NBA,SG,43,1529,.454,15.4,.750,.194,.081,.125,.350,.250,.511,.774,.385,.333,.458,.283,.652,.023,11,.971,.300,.389,0,0
2007-08,27,IND,NBA,SG,82,2953,.476,14.7,.652,.260,.106,.064,.222,.348,.504,.641,.449,.375,.407,.424,.572,.011,11,.952,.249,.474,1,0
2008-09,28,IND,NBA,SG,18,495,.401,16.3,.612,.181,.116,.056,.259,.388,.430,.571,.407,.308,.367,.356,.705,.004,1,1.000,.233,.476,0,0
2009-10,29,IND,NBA,SF,67,1486,.410,16.9,.577,.206,.079,.057,.235,.423,.478,.652,.409,.500,.344,.318,.714,.004,2,.987,.191,.267,2,0
2010-11,30,IND,NBA,SG,61,1683,.462,18.0,.512,.165,.067,.060,.219,.488,.519,.663,.543,.323,.456,.402,.761,.004,2,.971,.197,.480,0,0
2011-12,31,MIL,NBA,SF,55,1445,.474,16.1,.587,.230,.065,.073,.218,.413,.527,.672,.394,.378,.464,.399,.763,.004,2,.964,.279,.466,0,0
2012-13,32,MIL,NBA,SF,75,1943,.442,17.7,.521,.186,.058,.050,.228,.479,.455,.638,.361,.323,.359,.428,.736,.003,2,.961,.304,.462,0,0
2013-14,33,CHI,NBA,SF,82,2584,.430,17.6,.581,.176,.065,.056,.286,.419,.467,.610,.360,.395,.416,.380,.786,.008,6,.959,.173,.357,2,1
2014-15,34,CHI,NBA,SF,63,1838,.435,18.5,.453,.170,.064,.031,.185,.547,.468,.573,.323,.267,.461,.407,.765,.004,1,.963,.186,.449,2,1
2015-16,35,CHI,NBA,SF,31,703,.410,15.8,.473,.277,.053,.048,.096,.527,.427,.596,.100,.111,.278,.394,.763,.005,1,1.000,.222,.409,0,0
2016-17,36,TOT,NBA,SF,35,583,.428,17.6,.388,.230,.046,.026,.086,.612,.492,.657,.000,.500,.308,.387,.793,.007,1,.944,.344,.531,0,0
2016-17,36,CLE,NBA,SF,23,366,.400,17.9,.367,.211,.067,.022,.067,.633,.485,.737,.000,.500,.167,.351,.750,.011,1,.900,.368,.429,0,0
2016-17,36,ATL,NBA,SF,12,217,.468,17.3,.419,.258,.016,.032,.113,.581,.500,.563,.000,.500,.429,.444,.846,.000,0,1.000,.306,.727,0,0
