2-Pt Field Goal Attempts
1997-98 NBA 1277 (6th)
1998-99 NBA 838 (6th)
1999-00 NBA 1270 (10th)
2000-01 NBA 1379 (8th)
2001-02 NBA 1494 (1st)
2002-03 NBA 1370 (6th)
2003-04 NBA 1169 (7th)
2007-08 NBA 1174 (10th)
Career NBA 20166 (12th)
Career 20166 (16th)
