Blocks Per Game
1997-98 NBA 2.5 (6th)
1998-99 NBA 2.5 (7th)
1999-00 NBA 2.2 (7th)
2000-01 NBA 2.3 (9th)
2001-02 NBA 2.5 (4th)
2002-03 NBA 2.9 (3rd)
2003-04 NBA 2.7 (4th)
2004-05 NBA 2.6 (3rd)
2006-07 NBA 2.4 (5th)
2007-08 NBA 1.9 (8th)
2010-11 NBA 1.9 (8th)
2012-13 NBA 2.7 (3rd)
2013-14 NBA 1.9 (5th)
2014-15 NBA 2.0 (6th)
Career NBA 2.2 (19th)
Career 2.2 (20th)
