Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2005-06,22,DET,NBA,PF,26,159,,,2%,93%,4%,-27.3,-37.0,3,7,1,10,,1,,6,16,2,1
2006-07,23,DET,NBA,C,67,943,,,,49%,51%,+5.0,+0.3,8,24,21,53,,10,,30,69,16,22
2007-08,24,DET,NBA,C,82,1768,,,,47%,52%,+6.6,-3.6,15,26,30,99,,15,,106,133,30,38
2008-09,25,DET,NBA,C,78,1408,,,4%,44%,52%,-4.2,-5.7,3,17,25,91,,17,,49,83,19,26
2009-10,26,DET,NBA,C,76,1550,,6%,24%,16%,54%,-6.0,-0.2,14,25,29,72,,17,,90,75,13,35
2010-11,27,DET,NBA,PF,57,930,,2%,9%,85%,4%,-7.5,-4.7,12,19,13,45,,8,,36,43,7,26
2011-12,28,DET,NBA,PF,65,1466,,,11%,89%,,-3.2,+4.5,22,26,23,68,,13,,87,50,8,34
2012-13,29,DET,NBA,PF,72,1789,,,1%,98%,1%,-5.1,-1.4,27,22,32,83,,19,0,128,64,9,22
2013-14,30,ORL,NBA,PF,34,488,,,,83%,17%,-9.9,-4.7,2,5,7,17,2,6,0,20,12,3,7
2014-15,31,CHO,NBA,PF,61,878,,,1%,97%,2%,-8.4,-6.3,9,7,13,50,4,9,0,42,25,4,19
