Player,Sim,1,2,3,4,5,6,7
Michael Carter-Williams,,1.3,1.2,0.8,,,,
Steve Harris,93.4,1.3,1.2,0.8,0.0,-0.1,,
Chris Smith,92.3,1.2,1.1,0.9,,,,
Norris Cole,90.4,1.4,1.2,0.6,0.0,-0.1,,
Corky Devlin,83.0,1.8,1.2,0.8,,,,
Jimmy O'Brien,81.1,1.4,1.4,1.0,0.2,,,
Steve Henson,78.5,1.2,1.1,1.0,0.2,0.1,0.0,0.0
Sergio Rodriguez,76.8,1.7,1.2,0.9,-0.2,,,
Tommy Kron,76.2,1.3,0.8,0.8,-0.3,,,
Steve Alford,74.9,1.4,0.9,0.6,0.3,,,
Richie Frahm,74.3,1.5,1.0,0.5,-0.2,,,
