Player,Sim,1,2,3
Michael Carter-Williams,,1.3,1.2,0.8
Steve Harris,97.2,1.3,1.2,0.8
Chris Smith,92.3,1.2,1.1,0.9
Alvin Williams,91.2,1.3,1.2,1.0
Rex Walters,89.7,1.6,1.2,0.9
Jerry Reynolds,89.7,1.3,1.0,0.9
Brook Steppe,89.2,1.3,1.1,1.0
Nick Young,86.1,1.4,1.2,0.4
Jimmy O'Brien,85.2,1.4,1.4,1.0
Dion Waiters,85.1,1.6,1.1,0.9
Howard Komives,85.1,1.5,1.0,0.7
