Season,Team,Lg,Salary
2013-14,Philadelphia 76ers,NBA,"$2,200,920"
2014-15,Milwaukee Bucks,NBA,"$2,300,040"
2015-16,Milwaukee Bucks,NBA,"$2,399,040"
