Player,Sim,1,2,3
Kelly Olynyk,,4.1,3.6,2.9
Tom Abernethy,96.8,4.1,3.7,3.1
Dwight Jones,95.7,3.9,3.8,2.9
Craig Smith,95.4,3.9,3.5,3.1
Jared Sullinger,94.2,4.0,3.9,2.7
James Posey,93.9,4.3,3.8,2.7
Lionel Simmons,93.7,4.3,3.8,2.7
Willie Norwood,93.1,3.8,3.5,2.6
Corey Maggette,92.4,3.9,3.3,2.6
Danny Vranes,92.2,4.2,3.4,2.4
Dave Stallworth,91.9,3.9,3.7,3.4
