Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,657,114,13461,5.9,14.6,.407,3.7,9.4,.390,2.3,5.1,.438,1.4,1.9,.727,0.4,3.7,4.2,7.1,1.0,0.1,2.2,2.7,16.9,,112,109
3 seasons,,CLE,NBA,,209,10,4598,5.5,14.0,.395,4.0,10.2,.392,1.6,3.8,.405,0.9,1.4,.672,0.3,2.8,3.1,4.5,0.8,0.0,1.5,2.7,16.0,,114,110
2 seasons,,MIL,NBA,,100,26,2124,5.5,13.8,.396,2.7,7.4,.362,2.8,6.3,.436,1.4,1.8,.764,0.4,4.0,4.3,12.0,0.8,0.1,2.7,2.4,14.9,,111,110
1 season,,MIA,NBA,,82,66,2576,6.8,14.9,.456,4.6,10.7,.432,2.2,4.2,.517,1.4,1.8,.791,0.3,4.5,4.7,7.2,0.9,0.1,2.0,2.5,19.6,,124,107
1 season,,VAN,NBA,,71,10,1415,6.3,15.4,.409,3.1,8.5,.364,3.2,6.8,.465,1.4,1.9,.712,0.6,4.0,4.6,8.3,1.3,0.0,2.8,2.1,17.1,,104,109
1 season,,DET,NBA,,67,0,1083,5.6,14.0,.401,3.4,9.2,.371,2.2,4.8,.459,2.1,2.9,.729,0.6,4.4,5.1,6.9,1.1,0.0,3.0,4.1,16.7,,106,107
1 season,,SAC,NBA,,49,1,709,5.7,14.9,.381,3.1,8.6,.364,2.6,6.3,.404,1.4,1.9,.741,0.8,4.2,5.0,5.7,1.3,0.3,1.6,3.0,15.9,,107,104
1 season,,DAL,NBA,,42,0,416,6.7,18.7,.357,3.6,11.1,.330,3.0,7.7,.397,3.0,4.7,.641,1.5,3.3,4.7,6.9,1.5,0.1,3.0,2.6,20.1,,100,111
1 season,,BOS,NBA,,13,0,213,7.1,18.5,.387,3.7,8.1,.455,3.4,10.3,.333,0.7,1.0,.750,1.0,6.7,7.6,7.1,1.5,0.0,3.0,3.9,18.7,,103,104
1 season,,GSW,NBA,,13,1,196,6.4,13.9,.463,2.8,5.9,.478,3.6,8.0,.452,1.8,2.3,.778,0.0,4.1,4.1,10.0,1.5,0.0,3.9,3.3,17.5,,111,111
1 season,,NJN,NBA,,11,0,131,5.6,17.6,.318,4.0,11.6,.345,1.6,6.0,.267,4.4,5.2,.846,0.8,4.4,5.2,5.2,2.8,0.0,2.0,2.8,19.6,,108,105
