Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,657,114,13461,1517,3730,.407,941,2414,.390,576,1316,.438,.533,351,483,.727,115,959,1074,1806,257,20,551,688,4326
3 seasons,,CLE,NBA,,209,10,4598,478,1209,.395,344,878,.392,134,331,.405,.538,82,122,.672,28,243,271,389,72,4,127,231,1382
2 seasons,,MIL,NBA,,100,26,2124,221,558,.396,109,301,.362,112,257,.436,.494,55,72,.764,15,161,176,485,33,4,109,96,606
1 season,,MIA,NBA,,82,66,2576,331,726,.456,225,521,.432,106,205,.517,.611,68,86,.791,14,217,231,350,44,5,98,121,955
1 season,,VAN,NBA,,71,10,1415,170,416,.409,84,231,.364,86,185,.465,.510,37,52,.712,16,108,124,224,36,1,76,58,461
1 season,,DET,NBA,,67,0,1083,114,284,.401,69,186,.371,45,98,.459,.523,43,59,.729,13,90,103,140,23,1,61,83,340
1 season,,SAC,NBA,,49,1,709,80,210,.381,44,121,.364,36,89,.404,.486,20,27,.741,11,59,70,80,18,4,23,42,224
1 season,,DAL,NBA,,42,0,416,55,154,.357,30,91,.330,25,63,.397,.455,25,39,.641,12,27,39,57,12,1,25,21,165
1 season,,BOS,NBA,,13,0,213,29,75,.387,15,33,.455,14,42,.333,.487,3,4,.750,4,27,31,29,6,0,12,16,76
1 season,,GSW,NBA,,13,1,196,25,54,.463,11,23,.478,14,31,.452,.565,7,9,.778,0,16,16,39,6,0,15,13,68
1 season,,NJN,NBA,,11,0,131,14,44,.318,10,29,.345,4,15,.267,.432,11,13,.846,2,11,13,13,7,0,5,7,49
