Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2010-11,25,TOT,NBA,C,14,138,,,,41%,59%,-20.1,-24.4,3,3,4,0,,0,,6,0,2,2
2010-11,25,POR,NBA,C,10,106,,,,36%,64%,-22.4,-24.7,3,2,3,14,,1,,4,9,2,1
2010-11,25,BOS,NBA,C,4,32,,,,55%,45%,-11.9,-18.0,0,1,1,3,,0,,2,1,0,1
2011-12,26,TOT,NBA,C,27,175,,,,14%,86%,-10.8,-8.4,3,5,7,0,,0,,5,0,3,1
2011-12,26,POR,NBA,C,20,93,,,,3%,97%,-18.2,-17.6,2,2,3,14,,3,,2,5,2,1
2011-12,26,NOH,NBA,C,7,82,,,,27%,73%,-1.3,+3.0,1,3,4,8,,1,,3,4,1,0
2012-13,27,MIN,NBA,C,30,284,,,,13%,87%,-4.6,-2.6,3,6,4,37,,3,0,18,12,0,2
