Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,18,18,472,62,119,.521,1,2,.500,61,117,.521,.525,13,16,.813,21,23,44,27,10,7,16,42,138
1 season,,MIN,NBA,,18,18,472,62,119,.521,1,2,.500,61,117,.521,.525,13,16,.813,21,23,44,27,10,7,16,42,138
