Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2001-02,22,CHI,NBA,SG,78,2237,,76%,24%,,,-11.2,-3.7,56,29,16,80,,8,,369,47,11,27
2002-03,23,CHI,NBA,SG,82,1999,,97%,3%,,,-10.0,-9.0,49,22,12,90,,6,,343,17,5,20
2003-04,24,MIN,NBA,SG,81,2264,,77%,21%,2%,,+7.2,+2.6,23,12,11,95,,4,,291,26,7,19
2004-05,25,MIN,NBA,SG,82,2068,,78%,21%,1%,,-1.0,-5.3,37,16,11,78,,6,,280,53,20,32
2005-06,26,MIN,NBA,SG,77,2514,,83%,16%,1%,,-2.1,+0.1,59,26,39,79,,19,,440,89,26,42
2006-07,27,MIN,NBA,SG,76,2223,,86%,13%,,,-4.2,+0.2,40,13,27,74,,8,,446,36,7,23
2007-08,28,TOT,NBA,SG,63,773,1%,84%,15%,,,-7.6,-8.0,8,5,9,0,,0,,100,0,0,7
2007-08,28,DAL,NBA,SG,37,463,1%,85%,14%,,,-7.4,-14.2,5,5,4,17,,3,,61,1,0,4
2007-08,28,NJN,NBA,SG,26,310,,83%,17%,,,-7.9,-2.3,3,0,5,15,,1,,39,1,0,3
2008-09,29,NJN,NBA,SF,53,1094,8%,11%,81%,,,-8.4,-7.9,14,8,8,43,,0,,116,11,3,4
2009-10,30,NJN,NBA,SF,52,1106,6%,52%,40%,2%,,-16.3,-8.4,14,14,19,47,,1,,114,31,5,15
