Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,595,286,24.1,3.6,8.6,.417,1.2,3.0,.379,2.4,5.6,.437,.484,1.5,1.9,.802,0.4,1.9,2.2,3.5,0.8,0.1,1.5,2.0,9.9
2 seasons,,MIA,NBA,,93,8,19.8,2.5,6.8,.371,0.8,2.7,.301,1.7,4.1,.417,.431,1.2,1.6,.725,0.3,1.5,1.8,2.8,0.8,0.1,1.3,2.1,7.0
1 season,,MIN,NBA,,82,65,25.2,3.6,8.6,.422,1.0,2.6,.372,2.6,6.0,.445,.479,1.9,2.2,.837,0.3,1.7,2.0,3.6,0.7,0.1,1.6,2.1,10.1
1 season,,TOR,NBA,,79,79,37.0,7.3,15.5,.469,2.1,4.8,.442,5.2,10.7,.481,.538,3.6,4.3,.837,0.6,2.7,3.3,5.8,0.9,0.0,2.6,2.7,20.3
2 seasons,,HOU,NBA,,60,6,20.5,3.4,8.6,.397,1.1,3.0,.365,2.3,5.6,.414,.460,1.3,1.6,.773,0.4,1.9,2.3,2.2,0.7,0.1,0.9,1.7,9.2
2 seasons,,WAS,NBA,,57,50,28.4,3.4,8.9,.383,1.2,3.3,.366,2.2,5.7,.393,.450,1.2,1.5,.807,0.4,1.8,2.3,3.5,0.8,0.1,1.7,1.8,9.3
1 season,,BOS,NBA,,55,55,30.6,3.9,9.3,.418,1.6,4.1,.381,2.3,5.2,.447,.502,1.4,1.7,.800,0.4,2.8,3.2,4.4,1.3,0.0,1.5,2.1,10.7
1 season,,MIL,NBA,,47,0,24.8,4.4,9.8,.446,1.2,3.2,.382,3.1,6.6,.477,.509,1.4,1.9,.744,0.5,2.1,2.6,3.9,0.9,0.1,1.7,2.4,11.4
1 season,,DAL,NBA,,45,23,19.2,2.2,6.0,.373,1.1,2.8,.384,1.2,3.2,.363,.461,0.5,0.6,.793,0.2,1.4,1.6,3.1,0.6,0.1,1.2,2.1,6.1
2 seasons,,NOH,NBA,,29,0,8.9,1.0,3.1,.337,0.3,0.9,.370,0.7,2.1,.323,.393,0.2,0.3,.875,0.1,0.7,0.8,0.5,0.2,0.0,0.3,0.7,2.7
1 season,,DET,NBA,,26,0,19.7,2.3,5.7,.401,0.8,2.1,.364,1.5,3.5,.424,.469,1.0,1.2,.844,0.3,1.9,2.2,3.7,1.0,0.0,1.6,1.7,6.3
2 seasons,,CHI,NBA,,22,0,9.0,1.1,3.2,.357,0.3,0.7,.467,0.8,2.5,.327,.407,0.3,0.5,.700,0.1,0.7,0.8,2.1,0.3,0.1,0.9,1.4,2.9
