Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,595,14364,.417,15.1,.647,.235,.117,.061,.234,.353,.437,.531,.374,.333,.403,.379,.275,.001,4,.798,.240,.392,9,0
2 seasons,,MIA,NBA,,93,1841,.371,15.8,.604,.234,.086,.051,.232,.396,.417,.544,.296,.406,.336,.301,.259,.003,2,.693,.193,.333,3,0
1 season,,MIN,NBA,,82,2069,.422,14.3,.694,.272,.107,.044,.270,.306,.445,.560,.427,.355,.353,.372,.300,.001,0,.888,.242,.385,1,0
1 season,,TOR,NBA,,79,2925,.469,14.3,.689,.254,.126,.061,.248,.311,.481,.561,.426,.320,.467,.442,.170,.002,2,.609,.160,.475,2,0
2 seasons,,HOU,NBA,,60,1229,.397,15.2,.650,.246,.103,.062,.242,.350,.414,.472,.415,.344,.376,.365,.388,.000,0,.894,.392,.366,1,0
2 seasons,,WAS,NBA,,57,1621,.383,15.9,.635,.194,.128,.057,.255,.365,.393,.515,.169,.276,.438,.366,.370,.000,0,.912,.215,.350,0,0
1 season,,BOS,NBA,,55,1684,.418,16.7,.557,.175,.100,.076,.206,.443,.447,.539,.392,.385,.419,.381,.323,.000,0,.872,.257,.448,0,0
1 season,,MIL,NBA,,47,1167,.446,14.9,.670,.257,.093,.080,.239,.330,.477,.500,.512,.351,.482,.382,.313,.000,0,.810,.230,.429,1,0
1 season,,DAL,NBA,,45,862,.373,16.3,.539,.144,.210,.044,.140,.461,.363,.513,.351,.167,.289,.384,.132,.000,0,.917,.384,.333,1,0
2 seasons,,NOH,NBA,,29,257,.337,12.8,.697,.326,.124,.079,.169,.303,.323,.379,.455,.143,.200,.370,.300,.000,0,1.000,.222,.500,0,0
1 season,,DET,NBA,,26,512,.401,14.7,.626,.279,.082,.088,.177,.374,.424,.561,.167,.385,.346,.364,.538,.000,0,.950,.218,.333,0,0
2 seasons,,CHI,NBA,,22,197,.357,12.2,.786,.186,.357,.071,.171,.214,.327,.462,.360,.200,.167,.467,.111,.000,0,.857,.333,.400,0,0
