Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,595,14364,89%,11%,,,,-1.9,+0.1,484,204,207,248,0,85,4,4610,243,90,300
2 seasons,,MIA,NBA,,93,1841,68%,31%,2%,,,-3.1,+4.8,70,20,31,63,0,22,0,585,55,11,38
1 season,,MIN,NBA,,82,2069,98%,2%,,,,-5.5,-2.6,54,30,45,61,0,25,0,630,65,14,40
1 season,,TOR,NBA,,79,2925,91%,9%,,,,-2.7,+3.1,101,52,53,72,0,34,0,1060,105,28,71
2 seasons,,HOU,NBA,,60,1229,83%,17%,,,,+6.6,+1.9,32,11,12,41,0,5,0,299,32,4,27
2 seasons,,WAS,NBA,,57,1621,94%,6%,,,,-9.3,-2.0,53,23,20,35,0,9,0,433,36,8,36
1 season,,BOS,NBA,,55,1684,100%,,,,,+0.1,+2.6,49,24,10,59,0,6,0,550,27,6,29
1 season,,MIL,NBA,,47,1167,90%,10%,,,,-1.2,+3.0,47,20,13,49,0,9,0,397,31,10,21
1 season,,DAL,NBA,,45,862,85%,15%,,,,+1.9,+3.3,38,8,9,35,0,2,4,319,9,1,14
2 seasons,,NOH,NBA,,29,257,82%,18%,,,,-9.7,-15.0,2,5,3,11,0,1,0,31,5,2,8
1 season,,DET,NBA,,26,512,98%,2%,,,,+6.4,-0.2,27,7,7,12,0,5,0,207,12,4,9
2 seasons,,CHI,NBA,,22,197,73%,27%,,,,+16.2,+10.0,11,4,4,16,0,2,0,99,6,2,7
