Defensive Rebound Pct
2000-01 NBA 29.0 (3rd)
2003-04 NBA 27.4 (3rd)
2004-05 NBA 30.1 (3rd)
2005-06 NBA 33.3 (1st)
2006-07 NBA 30.5 (2nd)
2007-08 NBA 31.1 (2nd)
2008-09 NBA 32.7 (2nd)
2009-10 NBA 31.9 (1st)
2010-11 NBA 35.2 (1st)
2011-12 NBA 32.7 (2nd)
Career NBA 27.9 (5th)
Career 27.9 (6th)
