Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996-97,22,TOR,NBA,C,63,38,30.1,6.0,12.3,.482,0.0,0.2,.143,5.9,12.1,.488,.483,2.9,4.2,.693,2.1,4.2,6.3,1.5,1.0,2.1,2.1,3.4,14.8
1997-98,23,TOR,NBA,C,63,58,31.8,4.9,11.9,.412,0.0,0.0,.000,4.9,11.8,.413,.412,2.4,3.9,.611,3.2,4.2,7.4,1.8,1.1,3.7,2.1,3.2,12.1
1998-99,24,NYK,NBA,C,46,0,20.5,3.0,5.7,.521,0.0,0.0,,3.0,5.7,.521,.521,1.2,2.2,.553,2.2,3.3,5.5,0.3,0.6,1.6,0.8,2.8,7.2
1999-00,25,NYK,NBA,C,59,11,26.2,3.8,8.0,.480,0.0,0.0,.500,3.8,7.9,.480,.481,2.5,3.7,.670,2.9,4.9,7.8,0.8,0.7,2.0,1.2,3.5,10.2
2000-01,26,NYK,NBA,C,63,63,33.8,4.8,9.2,.524,0.0,0.1,.125,4.8,9.1,.530,.525,2.4,3.6,.667,3.1,8.4,11.5,0.8,1.0,2.2,1.0,3.3,12.0
2001-02,27,NYK,NBA,C,29,29,34.7,4.5,10.0,.448,0.0,0.0,.000,4.5,10.0,.450,.448,2.1,3.4,.626,3.1,8.0,11.1,1.1,1.2,1.7,1.4,3.7,11.1
2002-03,28,DEN,NBA,C,29,9,21.2,3.2,7.8,.410,0.1,0.2,.400,3.1,7.7,.410,.414,1.1,1.7,.660,2.6,4.6,7.2,1.6,0.7,1.4,0.9,2.4,7.6
2003-04,29,DEN,NBA,C,72,72,30.0,3.6,7.6,.477,0.0,0.0,.000,3.6,7.6,.479,.477,1.4,1.9,.721,2.9,7.2,10.1,1.8,1.2,2.6,1.4,3.3,8.6
2004-05,30,DEN,NBA,C,66,66,30.5,4.2,9.1,.465,0.0,0.1,.000,4.2,9.0,.468,.465,1.9,2.6,.723,2.0,8.0,10.0,2.3,0.9,3.0,1.6,2.7,10.3
2005-06,31,DEN,NBA,C,56,54,33.2,5.4,11.6,.465,0.0,0.2,.091,5.4,11.4,.472,.466,2.0,2.8,.712,2.4,9.6,11.9,2.1,1.4,3.3,1.6,2.8,12.8
2006-07,32,DEN,NBA,C,70,70,33.8,4.5,9.4,.473,0.0,0.0,.000,4.5,9.4,.475,.473,2.3,3.2,.729,2.3,9.3,11.7,3.2,1.2,3.3,1.7,2.6,11.2
2007-08,33,DEN,NBA,C,79,79,34.9,3.6,8.0,.450,0.1,0.3,.300,3.5,7.8,.455,.455,1.8,2.6,.708,2.9,10.2,13.1,3.3,1.1,3.6,1.5,2.7,9.1
2008-09,34,LAC,NBA,C,62,55,31.0,4.1,8.0,.512,0.0,0.1,.250,4.1,7.9,.514,.513,2.1,2.9,.725,2.6,8.5,11.1,2.0,0.8,2.1,1.5,2.1,10.3
2009-10,35,TOT,NBA,PF-C,74,74,31.3,3.2,6.8,.475,0.0,0.1,.286,3.2,6.7,.478,.477,1.1,1.6,.639,3.4,8.4,11.8,2.5,1.3,2.0,1.2,2.2,7.5
2009-10,35,LAC,NBA,PF,51,51,31.3,3.3,7.0,.466,0.0,0.1,.333,3.2,6.9,.469,.469,1.2,1.8,.659,3.3,8.8,12.1,3.0,1.4,1.9,1.3,2.1,7.7
2009-10,35,POR,NBA,C,23,23,31.2,3.1,6.3,.497,0.0,0.0,.000,3.1,6.3,.500,.497,0.8,1.3,.581,3.6,7.5,11.1,1.5,1.1,2.0,1.2,2.4,7.0
2010-11,36,POR,NBA,C,59,51,26.1,2.0,5.0,.398,0.0,0.0,.000,2.0,5.0,.399,.398,0.7,1.2,.614,3.1,7.2,10.3,2.1,0.7,1.6,1.1,2.4,4.7
2011-12,37,TOT,NBA,C,59,53,22.9,2.2,4.9,.446,0.0,0.1,.400,2.1,4.8,.447,.449,0.5,1.1,.453,2.7,6.3,9.0,1.8,0.8,1.4,1.0,2.1,4.9
2011-12,37,POR,NBA,C,40,40,22.4,1.7,4.0,.416,0.0,0.0,,1.7,4.0,.416,.416,0.5,1.0,.474,2.6,6.2,8.9,1.9,0.8,1.4,1.2,2.2,3.8
2011-12,37,HOU,NBA,C,19,13,24.1,3.2,6.6,.484,0.1,0.3,.400,3.1,6.4,.488,.492,0.6,1.4,.423,2.7,6.5,9.3,1.7,0.9,1.5,0.5,2.0,7.1
2012-13,38,NYK,NBA,PF,24,4,10.4,0.7,2.2,.321,0.0,0.0,,0.7,2.2,.321,.321,0.3,0.8,.421,1.0,2.3,3.3,0.6,0.3,0.6,0.6,1.2,1.8
