Blocks
1997-98 NBA 230 (3rd)
2003-04 NBA 187 (7th)
2004-05 NBA 199 (1st)
2005-06 NBA 184 (4th)
2006-07 NBA 231 (1st)
2007-08 NBA 285 (1st)
2009-10 NBA 146 (6th)
Career NBA 2331 (12th)
Career 2331 (13th)
