Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1996-97,22,TOR,NBA,C,63,38,1897,10.5,21.7,.482,0.1,0.4,.143,10.4,21.3,.488,5.1,7.4,.693,3.7,7.3,11.0,2.7,1.8,3.6,3.7,6.0,26.1,,103,105
1997-98,23,TOR,NBA,C,63,58,2002,8.0,19.3,.412,0.0,0.1,.000,8.0,19.3,.413,3.9,6.3,.611,5.3,6.8,12.1,2.9,1.8,6.0,3.5,5.2,19.8,,94,107
1998-99,24,NYK,NBA,C,46,0,945,8.0,15.3,.521,0.0,0.0,,8.0,15.3,.521,3.3,6.0,.553,6.0,8.8,14.8,0.7,1.7,4.3,2.3,7.7,19.2,,108,93
1999-00,25,NYK,NBA,C,59,11,1548,7.9,16.4,.480,0.0,0.1,.500,7.8,16.3,.480,5.1,7.7,.670,6.1,10.0,16.0,1.7,1.5,4.0,2.5,7.1,20.9,,109,96
2000-01,26,NYK,NBA,C,63,63,2127,7.9,15.1,.524,0.0,0.2,.125,7.9,14.9,.530,3.9,5.9,.667,5.1,13.7,18.8,1.4,1.7,3.5,1.6,5.3,19.8,,116,91
2001-02,27,NYK,NBA,C,29,29,1007,6.9,15.4,.448,0.0,0.1,.000,6.9,15.4,.450,3.3,5.3,.626,4.7,12.4,17.1,1.8,1.8,2.7,2.2,5.7,17.1,,100,100
2002-03,28,DEN,NBA,C,29,9,616,8.0,19.4,.410,0.2,0.4,.400,7.8,19.0,.410,2.8,4.3,.660,6.4,11.4,17.8,4.0,1.7,3.4,2.3,5.9,18.9,,99,96
2003-04,29,DEN,NBA,C,72,72,2162,6.2,13.1,.477,0.0,0.0,.000,6.2,13.0,.479,2.3,3.2,.721,5.0,12.3,17.3,3.1,2.0,4.4,2.3,5.7,14.8,,108,95
2004-05,30,DEN,NBA,C,66,66,2015,7.1,15.3,.465,0.0,0.1,.000,7.1,15.2,.468,3.2,4.4,.723,3.3,13.5,16.8,3.9,1.6,5.1,2.6,4.5,17.4,,103,96
2005-06,31,DEN,NBA,C,56,54,1857,8.3,17.9,.465,0.0,0.3,.091,8.3,17.6,.472,3.1,4.3,.712,3.6,14.7,18.4,3.2,2.2,5.1,2.5,4.3,19.7,,102,95
2006-07,32,DEN,NBA,C,70,70,2369,6.5,13.7,.473,0.0,0.0,.000,6.5,13.7,.475,3.3,4.6,.729,3.4,13.6,17.0,4.6,1.8,4.8,2.5,3.8,16.3,,109,97
2007-08,33,DEN,NBA,C,79,79,2758,5.0,11.1,.450,0.1,0.3,.300,4.9,10.7,.455,2.5,3.5,.708,4.0,14.1,18.1,4.5,1.5,5.0,2.1,3.8,12.6,,110,98
2008-09,34,LAC,NBA,C,62,55,1925,6.9,13.4,.512,0.0,0.1,.250,6.9,13.3,.514,3.6,4.9,.725,4.4,14.3,18.7,3.4,1.4,3.6,2.5,3.5,17.4,,112,104
2009-10,35,TOT,NBA,PF-C,74,74,2314,5.4,11.4,.475,0.0,0.2,.286,5.4,11.3,.478,1.8,2.8,.639,5.7,14.2,19.8,4.2,2.2,3.3,2.1,3.7,12.7,,112,101
2009-10,35,LAC,NBA,PF,51,51,1596,5.4,11.6,.466,0.1,0.2,.333,5.3,11.4,.469,1.9,3.0,.659,5.4,14.6,20.0,4.9,2.2,3.2,2.1,3.4,12.8,,111,101
2009-10,35,POR,NBA,C,23,23,718,5.5,11.0,.497,0.0,0.1,.000,5.5,11.0,.500,1.4,2.4,.581,6.3,13.1,19.4,2.7,2.0,3.6,2.1,4.3,12.3,,113,99
2010-11,36,POR,NBA,C,59,51,1540,4.1,10.4,.398,0.0,0.0,.000,4.1,10.4,.399,1.5,2.5,.614,6.5,15.0,21.5,4.3,1.4,3.3,2.2,5.0,9.8,,105,100
2011-12,37,TOT,NBA,C,59,53,1352,5.0,11.2,.446,0.1,0.2,.400,4.9,11.0,.447,1.1,2.5,.453,6.1,14.5,20.6,4.2,1.9,3.3,2.2,4.9,11.2,,105,98
2011-12,37,POR,NBA,C,40,40,894,3.9,9.5,.416,0.0,0.0,,3.9,9.5,.416,1.1,2.2,.474,6.2,14.7,20.8,4.4,1.9,3.3,2.8,5.2,8.9,,100,98
2011-12,37,HOU,NBA,C,19,13,458,7.0,14.4,.484,0.2,0.6,.400,6.7,13.8,.488,1.3,3.0,.423,5.9,14.2,20.1,3.7,1.9,3.3,1.1,4.3,15.4,,115,97
2012-13,38,NYK,NBA,PF,24,4,250,3.6,11.3,.321,0.0,0.0,,3.6,11.3,.321,1.7,4.1,.421,5.1,12.0,17.1,3.0,1.5,3.0,3.2,6.0,9.0,,82,101
