Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998-99,24,NYK,NBA,C,20,3,509,81,143,.566,0,1,.000,81,142,.570,.566,45,73,.616,51,102,153,6,24,38,15,76,207
1999-00,25,NYK,NBA,C,16,0,386,29,86,.337,0,1,.000,29,85,.341,.337,19,31,.613,35,77,112,6,8,23,12,51,77
2000-01,26,NYK,NBA,C,4,4,141,10,26,.385,0,0,,10,26,.385,.385,5,13,.385,4,28,32,7,2,9,2,18,25
2003-04,29,DEN,NBA,C,5,5,194,27,55,.491,1,2,.500,26,53,.491,.500,8,14,.571,14,43,57,12,4,7,6,21,63
2004-05,30,DEN,NBA,C,5,5,184,17,41,.415,0,0,,17,41,.415,.415,17,27,.630,4,52,56,9,3,16,11,18,51
2005-06,31,DEN,NBA,C,5,5,175,26,62,.419,0,0,,26,62,.419,.419,5,9,.556,13,42,55,11,4,14,4,14,57
2006-07,32,DEN,NBA,C,5,5,184,17,45,.378,0,0,,17,45,.378,.378,4,6,.667,12,62,74,10,4,16,10,14,38
2007-08,33,DEN,NBA,C,4,4,124,5,21,.238,1,1,1.000,4,20,.200,.262,2,6,.333,11,42,53,12,4,12,10,10,13
2009-10,35,POR,NBA,C,6,6,178,16,38,.421,0,1,.000,16,37,.432,.421,3,6,.500,16,44,60,14,4,7,3,18,35
2010-11,36,POR,NBA,C,6,6,167,10,22,.455,1,1,1.000,9,21,.429,.477,0,2,.000,18,40,58,8,4,9,5,18,21
2012-13,38,NYK,NBA,PF,3,0,3,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,1,1,2,0,0,0,1,1,2
