Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996-97,22,TOR,NBA,C,63,38,1897,7.1,14.8,.482,0.0,0.3,.143,7.1,14.5,.488,3.5,5.0,.693,2.5,5.0,7.5,1.8,1.3,2.5,2.5,4.1,17.7
1997-98,23,TOR,NBA,C,63,58,2002,5.5,13.4,.412,0.0,0.0,.000,5.5,13.4,.413,2.7,4.4,.611,3.7,4.7,8.4,2.0,1.2,4.1,2.4,3.6,13.8
1998-99,24,NYK,NBA,C,46,0,945,5.2,9.9,.521,0.0,0.0,,5.2,9.9,.521,2.2,3.9,.553,3.9,5.8,9.6,0.5,1.1,2.8,1.5,5.0,12.5
1999-00,25,NYK,NBA,C,59,11,1548,5.3,11.0,.480,0.0,0.0,.500,5.2,10.9,.480,3.4,5.1,.670,4.0,6.7,10.7,1.1,1.0,2.7,1.7,4.7,14.0
2000-01,26,NYK,NBA,C,63,63,2127,5.1,9.8,.524,0.0,0.1,.125,5.1,9.7,.530,2.5,3.8,.667,3.3,8.9,12.2,0.9,1.1,2.3,1.1,3.5,12.8
2001-02,27,NYK,NBA,C,29,29,1007,4.6,10.4,.448,0.0,0.0,.000,4.6,10.3,.450,2.2,3.5,.626,3.2,8.3,11.5,1.2,1.2,1.8,1.5,3.8,11.5
2002-03,28,DEN,NBA,C,29,9,616,5.4,13.3,.410,0.1,0.3,.400,5.3,13.0,.410,1.9,2.9,.660,4.4,7.8,12.2,2.7,1.2,2.3,1.6,4.0,12.9
2003-04,29,DEN,NBA,C,72,72,2162,4.4,9.1,.477,0.0,0.0,.000,4.4,9.1,.479,1.6,2.3,.721,3.5,8.6,12.1,2.2,1.4,3.1,1.6,4.0,10.4
2004-05,30,DEN,NBA,C,66,66,2015,5.0,10.7,.465,0.0,0.1,.000,5.0,10.6,.468,2.2,3.1,.723,2.3,9.5,11.8,2.7,1.1,3.6,1.8,3.2,12.2
2005-06,31,DEN,NBA,C,56,54,1857,5.9,12.6,.465,0.0,0.2,.091,5.8,12.4,.472,2.2,3.0,.712,2.6,10.4,12.9,2.2,1.5,3.6,1.8,3.1,13.9
2006-07,32,DEN,NBA,C,70,70,2369,4.7,10.0,.473,0.0,0.0,.000,4.7,10.0,.475,2.4,3.4,.729,2.5,9.9,12.4,3.4,1.3,3.5,1.9,2.8,11.9
2007-08,33,DEN,NBA,C,79,79,2758,3.7,8.3,.450,0.1,0.3,.300,3.7,8.0,.455,1.9,2.6,.708,3.0,10.5,13.5,3.4,1.1,3.7,1.5,2.8,9.4
2008-09,34,LAC,NBA,C,62,55,1925,4.8,9.3,.512,0.0,0.1,.250,4.7,9.2,.514,2.5,3.4,.725,3.0,9.9,12.9,2.4,1.0,2.5,1.7,2.4,12.0
2009-10,35,TOT,NBA,PF-C,74,74,2314,3.7,7.8,.475,0.0,0.1,.286,3.7,7.7,.478,1.2,1.9,.639,3.9,9.7,13.6,2.9,1.5,2.3,1.4,2.5,8.6
2009-10,35,LAC,NBA,PF,51,51,1596,3.7,8.0,.466,0.0,0.1,.333,3.7,7.9,.469,1.4,2.1,.659,3.7,10.2,13.9,3.4,1.6,2.2,1.4,2.4,8.9
2009-10,35,POR,NBA,C,23,23,718,3.6,7.3,.497,0.0,0.1,.000,3.6,7.2,.500,0.9,1.6,.581,4.2,8.6,12.8,1.8,1.3,2.4,1.4,2.8,8.1
2010-11,36,POR,NBA,C,59,51,1540,2.7,6.9,.398,0.0,0.0,.000,2.7,6.8,.399,1.0,1.6,.614,4.3,9.9,14.2,2.8,0.9,2.2,1.4,3.3,6.5
2011-12,37,TOT,NBA,C,59,53,1352,3.4,7.6,.446,0.1,0.1,.400,3.4,7.5,.447,0.8,1.7,.453,4.2,9.9,14.1,2.8,1.3,2.3,1.5,3.4,7.6
2011-12,37,POR,NBA,C,40,40,894,2.7,6.5,.416,0.0,0.0,,2.7,6.5,.416,0.7,1.5,.474,4.2,10.0,14.3,3.0,1.3,2.3,1.9,3.5,6.1
2011-12,37,HOU,NBA,C,19,13,458,4.8,9.9,.484,0.2,0.4,.400,4.6,9.5,.488,0.9,2.0,.423,4.1,9.7,13.8,2.5,1.3,2.3,0.8,3.0,10.6
2012-13,38,NYK,NBA,PF,24,4,250,2.4,7.6,.321,0.0,0.0,,2.4,7.6,.321,1.2,2.7,.421,3.5,8.1,11.5,2.0,1.0,2.0,2.2,4.0,6.0
