Player,Sim,1,2,3
Jorge Gutierrez,,0.3,0.3,0.2
Tyronn Lue,84.3,0.4,0.3,0.2
Drew Barry,74.4,0.3,0.2,0.1
Jeff McInnis,73.5,0.3,0.2,0.1
Elliot Williams,71.4,0.3,0.3,0.1
Emanual Davis,69.0,0.5,0.3,0.3
Alan Anderson,68.0,0.4,0.3,0.1
Kennard Winchester,67.9,0.5,0.4,0.3
Milt Williams,66.8,0.4,0.2,0.1
Keith McLeod,65.8,0.6,0.3,0.2
Lance Blanks,65.7,0.4,0.2,0.1
