Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,212,7632,,25%,71%,4%,,-4.6,+2.5,112,248,116,218,16,57,30,1037,607,121,215
