Player,Sim,1,2,3,4,5,6,7,8,9,10
Brook Lopez,,9.0,7.9,7.0,6.3,6.2,5.8,2.3,0.3,,
Arvydas Sabonis,88.6,9.7,8.4,7.5,7.1,5.8,4.9,3.7,,,
Greg Monroe,87.1,7.5,7.0,6.8,6.6,5.9,5.9,,,,
Andrew Bynum,83.9,8.0,7.8,6.6,5.5,4.8,4.2,0.4,0.1,,
Marcin Gortat,83.2,8.6,8.1,7.6,7.3,6.4,3.4,3.4,3.3,0.1,
Emeka Okafor,83.0,8.2,7.1,6.5,5.8,5.5,4.5,4.0,1.7,1.0,
Chuck Share,82.9,8.6,8.1,6.7,4.7,4.2,4.0,3.3,1.3,,
Red Rocha,80.3,7.8,7.2,7.0,6.5,5.1,5.0,4.6,3.6,1.0,
Jim Eakins,79.6,9.0,8.5,7.6,7.4,7.4,6.6,3.6,3.6,2.9,0.9
Ray Felix,79.5,8.6,7.2,5.8,5.5,5.5,2.3,2.0,1.8,0.8,
Clifford Ray,78.3,8.7,8.2,8.1,7.0,6.9,6.7,5.7,3.8,1.9,-0.3
