Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,20,LAC,NBA,PG,76,1237,98%,2%,,,,-0.6,+3.9,46,28,20,45,,7,,389,64,9,22
2001-02,21,LAC,NBA,PG,14,155,95%,5%,,,,+10.6,+11.7,5,3,2,7,,0,,28,5,0,2
2002-03,22,LAC,NBA,SG,55,969,62%,38%,,,,-6.6,-2.6,28,16,16,32,,8,,198,18,6,19
2003-04,23,LAC,NBA,PG,58,1137,84%,14%,1%,,,-7.4,-3.3,32,25,8,29,,3,,289,37,6,14
2004-05,24,MIA,NBA,PG,74,1184,92%,8%,,,,+3.2,-5.8,37,17,11,32,,1,,291,37,4,19
2005-06,25,ORL,NBA,PG,50,1137,59%,40%,1%,,,+2.4,+4.9,39,29,14,39,,6,,235,51,9,25
2006-07,26,ORL,NBA,SG,66,1435,5%,94%,1%,,,+1.0,-0.1,34,15,23,37,,7,,256,52,15,30
2007-08,27,ORL,NBA,PG,72,1334,54%,46%,,,,+6.0,+0.2,26,18,17,39,,11,,333,75,20,33
2008-09,28,NJN,NBA,PG,77,2074,58%,42%,,,,-6.3,-7.3,61,28,16,33,,7,,645,58,12,21
2009-10,29,NJN,NBA,PG,53,971,74%,25%,1%,,,-3.8,+8.5,30,16,13,20,,6,,300,24,7,10
2010-11,30,MIL,NBA,PG,80,1757,54%,46%,,,,+3.0,+6.9,57,22,12,38,,4,,531,32,8,17
2011-12,31,BOS,NBA,SG,46,662,12%,87%,1%,,,-10.8,-17.3,12,12,10,18,,6,,110,11,2,8
2012-13,32,MEM,NBA,PG,7,82,97%,3%,,,,-8.4,-13.4,1,2,2,2,,0,2,18,2,1,2
