Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,20,LAC,NBA,PG,76,1237,.409,12.8,.779,.298,.122,.108,.251,.221,.426,.546,.364,.231,.396,.350,.200,.022,5,.643,.213,.294,0,0
2001-02,21,LAC,NBA,PG,14,155,.386,14.3,.754,.158,.193,.193,.211,.246,.419,.444,.455,.182,.583,.286,.389,.035,1,1.000,.214,.333,0,0
2002-03,22,LAC,NBA,SG,55,969,.389,17.1,.578,.170,.076,.073,.258,.422,.411,.500,.280,.292,.424,.360,.256,.018,5,.760,.165,.391,0,0
2003-04,23,LAC,NBA,PG,58,1137,.389,13.7,.869,.233,.097,.142,.398,.131,.422,.585,.412,.360,.350,.174,.380,.043,14,.875,.174,.125,1,0
2004-05,24,MIA,NBA,PG,74,1184,.403,15.2,.783,.194,.090,.113,.386,.217,.444,.567,.419,.410,.398,.253,.200,.032,9,.789,.160,.250,0,0
2005-06,25,ORL,NBA,PG,50,1137,.440,12.0,.894,.319,.084,.116,.375,.106,.456,.574,.412,.426,.375,.302,.309,.037,12,.846,.372,.500,0,0
2006-07,26,ORL,NBA,SG,66,1435,.410,13.6,.790,.269,.092,.107,.323,.210,.434,.561,.429,.388,.345,.323,.433,.035,12,.935,.354,.294,0,0
2007-08,27,ORL,NBA,PG,72,1334,.468,12.4,.846,.281,.116,.156,.293,.154,.492,.571,.490,.591,.363,.338,.199,.040,14,.773,.292,.474,0,0
2008-09,28,NJN,NBA,PG,77,2074,.436,15.7,.607,.239,.055,.102,.211,.393,.446,.601,.515,.344,.302,.421,.272,.035,20,.788,.370,.483,0,0
2009-10,29,NJN,NBA,PG,53,971,.398,17.9,.515,.148,.037,.111,.219,.485,.419,.583,.417,.333,.352,.376,.200,.009,3,.814,.382,.467,0,0
2010-11,30,MIL,NBA,PG,80,1757,.397,18.1,.549,.123,.085,.089,.252,.451,.439,.656,.341,.500,.344,.346,.352,.013,6,.852,.338,.367,1,0
2011-12,31,BOS,NBA,SG,46,662,.405,18.3,.503,.141,.067,.061,.233,.497,.476,.652,.273,.400,.447,.333,.359,.006,1,.926,.370,.400,0,0
2012-13,32,MEM,NBA,PG,7,82,.476,20.0,.429,.143,.000,.048,.238,.571,.556,.667,,.000,.600,.417,.400,.000,0,.600,.250,.333,0,0
