Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
2000-01,20,LAC,NBA,PG,76,1237,12.6,.509,.221,.494,0.8,7.3,4.1,23.7,1.8,0.6,17.6,20.0,,0.8,0.7,1.4,.056,,-1.2,-2.2,-3.4,-0.4
2001-02,21,LAC,NBA,PG,14,155,7.4,.466,.246,.211,0.0,2.2,1.1,12.7,1.4,1.3,13.8,21.1,,-0.1,0.0,0.0,-0.010,,-3.9,-4.0,-7.9,-0.2
2002-03,22,LAC,NBA,SG,55,969,9.6,.494,.422,.173,1.1,7.3,4.2,15.7,1.3,0.4,14.5,19.3,,0.2,0.2,0.3,.016,,-1.3,-3.2,-4.4,-0.6
2003-04,23,LAC,NBA,PG,58,1137,10.0,.458,.131,.267,1.7,6.3,4.0,19.4,2.1,0.4,14.2,17.9,,0.2,0.1,0.3,.013,,-2.1,-2.7,-4.8,-0.8
2004-05,24,MIA,NBA,PG,74,1184,10.1,.486,.217,.316,1.1,7.5,4.4,17.0,1.7,0.7,14.2,18.0,,0.2,1.3,1.5,.061,,-2.6,-1.1,-3.7,-0.5
2005-06,25,ORL,NBA,PG,50,1137,12.6,.513,.106,.299,1.2,7.1,4.2,16.7,2.3,0.3,15.2,22.5,,0.3,0.8,1.1,.046,,-1.7,-1.6,-3.3,-0.4
2006-07,26,ORL,NBA,SG,66,1435,11.1,.501,.210,.308,1.9,5.4,3.7,13.1,1.9,0.8,12.2,19.1,,0.7,1.4,2.1,.071,,-1.4,-1.0,-2.4,-0.2
2007-08,27,ORL,NBA,PG,72,1334,14.1,.572,.154,.456,0.6,7.8,4.4,16.0,1.4,0.3,10.7,19.6,,2.4,1.2,3.7,.132,,-0.5,-1.3,-1.8,0.1
2008-09,28,NJN,NBA,PG,77,2074,13.6,.562,.393,.258,1.4,7.6,4.5,21.3,1.8,0.3,13.6,17.4,,2.8,0.9,3.7,.085,,0.8,-1.9,-1.1,0.4
2009-10,29,NJN,NBA,PG,53,971,11.6,.519,.485,.188,0.9,5.7,3.2,24.0,1.8,0.0,14.4,19.4,,0.4,0.3,0.7,.035,,-0.4,-3.8,-4.2,-0.5
2010-11,30,MIL,NBA,PG,80,1757,11.3,.509,.451,.181,0.8,7.1,3.9,23.4,1.6,0.2,14.0,17.3,,0.8,2.1,2.9,.080,,-1.0,-1.2,-2.2,-0.1
2011-12,31,BOS,NBA,SG,46,662,6.9,.515,.497,.190,0.6,6.1,3.5,12.1,1.0,0.2,16.1,15.3,,-0.2,0.8,0.6,.042,,-2.7,-1.2,-3.9,-0.3
2012-13,32,MEM,NBA,PG,7,82,11.2,.644,.571,.333,0.0,1.5,0.7,15.6,0.7,0.0,17.2,16.4,,0.2,0.1,0.2,.128,,-0.1,-4.5,-4.7,-0.1
