Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,597,13480,,,,3%,97%,+0.7,+1.2,116,216,279,767,3,137,6,906,559,128,285
4 seasons,,PHO,NBA,,242,3486,,,,,100%,-0.4,-2.6,33,49,78,308,0,37,0,96,202,45,98
2 seasons,,POR,NBA,,141,4241,,,,8%,92%,+5.9,+4.7,36,50,71,201,3,42,4,312,167,36,69
1 season,,NOH,NBA,,82,2136,,,,,100%,-3.5,+2.6,18,39,53,91,0,23,0,144,98,26,67
1 season,,NYK,NBA,,82,2219,,,,,100%,-2.4,+1.1,26,51,56,111,0,24,1,258,67,15,27
1 season,,CHI,NBA,,50,1398,,,,,100%,-0.8,-2.3,3,27,21,56,0,11,1,96,25,6,24
