Player,Sim,1,2,3,4,5,6,7
Hollis Thompson,,2.6,2.0,1.2,,,,
Trey Burke,90.0,2.4,2.1,0.9,,,,
Tex Ritter,89.0,2.4,2.3,1.0,,,,
Tom Garrick,87.5,2.5,1.8,1.4,0.2,,,
Maurice McHartley,87.1,2.4,1.8,0.8,,,,
James Robinson,86.9,2.3,1.9,1.2,0.2,0.2,0.0,-0.1
Louie Nelson,85.5,2.9,2.3,1.1,0.0,0.0,,
Casey Jacobsen,84.4,2.7,2.6,1.2,-0.3,,,
Tim Hardaway,82.5,3.1,1.9,0.8,,,,
Shabazz Muhammad,82.4,2.7,2.0,0.3,,,,
Jordan Crawford,81.7,2.8,1.9,1.1,-0.6,,,
