Player,Sim,1,2,3
Hollis Thompson,,2.6,2.0,1.2
Eric Piatkowski,93.5,2.3,2.0,1.2
Tom Garrick,91.1,2.5,1.8,1.4
Marko Jaric,90.1,2.8,1.9,1.5
Trey Burke,90.0,2.4,2.1,0.9
Tex Ritter,89.0,2.4,2.3,1.0
Casey Jacobsen,88.5,2.7,2.6,1.2
Chris Quinn,88.2,2.6,2.1,0.6
Tony Allen,88.2,2.7,1.9,1.7
Jerry Fleishman,88.1,2.2,2.1,1.3
Brandon Rush,87.6,2.6,2.5,0.9
