Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,346,189,8694,5.1,11.2,.451,0.8,2.7,.305,4.2,8.5,.498,1.6,2.4,.691,1.0,5.0,6.0,4.4,1.0,0.2,2.5,2.8,12.6
4 seasons,,IND,NBA,,210,151,5587,4.9,10.5,.467,1.0,3.0,.325,3.9,7.5,.524,1.5,2.2,.682,1.0,5.0,6.0,4.2,1.0,0.2,2.4,2.6,12.3
1 season,,CHO,NBA,,61,25,1573,4.7,12.6,.376,0.4,2.4,.171,4.3,10.2,.425,1.6,2.5,.627,0.9,5.4,6.3,5.5,0.9,0.2,2.9,3.1,11.5
1 season,,LAC,NBA,,43,10,680,4.3,8.8,.494,1.0,2.5,.404,3.3,6.3,.529,1.1,1.6,.700,1.0,4.7,5.7,3.2,1.3,0.2,2.5,4.2,10.8
1 season,,MEM,NBA,,26,3,692,7.6,16.0,.474,0.6,1.6,.355,7.0,14.4,.487,3.4,4.2,.815,1.1,4.9,6.0,3.8,1.0,0.3,2.4,2.9,19.2
1 season,,NOP,NBA,,6,0,162,5.8,12.2,.473,0.2,2.2,.100,5.6,10.0,.556,1.1,1.8,.625,0.7,3.3,4.0,6.4,0.4,0.2,2.4,4.0,12.9
