Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,346,8694,12.1,.513,.243,.211,3.1,15.4,9.3,20.1,1.5,0.4,16.9,18.7,,1.5,12.3,13.8,.076,,-1.2,0.9,-0.3,3.8
4 seasons,,IND,NBA,,210,5587,12.7,.536,.286,.210,3.2,15.1,9.4,19.4,1.5,0.4,17.2,17.6,,3.3,9.1,12.4,.106,,-0.4,1.5,1.0,4.3
1 season,,CHO,NBA,,61,1573,8.8,.419,.191,.200,2.7,17.1,9.7,25.4,1.2,0.4,17.6,21.1,,-2.7,1.8,-0.9,-0.026,,-4.0,0.5,-3.5,-0.6
1 season,,LAC,NBA,,43,680,9.8,.569,.283,.181,3.1,14.0,8.7,13.1,1.8,0.3,21.1,15.1,,0.1,0.8,0.9,.066,,-2.4,0.7,-1.6,0.1
1 season,,MEM,NBA,,26,692,17.1,.537,.101,.263,3.3,16.2,9.5,19.2,1.4,0.8,11.8,25.3,,0.8,0.5,1.2,.086,,0.1,-1.3,-1.2,0.1
1 season,,NOP,NBA,,6,162,10.4,.496,.182,.145,1.9,9.8,5.8,28.2,0.6,0.5,15.8,19.0,,0.0,0.1,0.1,.026,,-2.9,-2.1,-4.9,-0.1
