Player,Sim,1,2,3,4,5,6,7
Lance Stephenson,,7.4,5.5,2.2,-0.2,-0.3,-0.9,
Buddy Jeannette,81.0,8.2,4.9,2.6,,,,
Stephen Chubin,73.9,6.9,4.1,1.7,,,,
Charles Beasley,72.1,8.0,4.1,2.6,0.7,,,
George Lehmann,72.0,7.3,5.9,2.5,2.3,0.7,0.0,0.0
Willie Somerset,64.1,9.4,5.3,0.1,,,,
Wilbur Holland,63.2,5.9,4.4,3.8,-0.1,,,
Levern Tart,62.6,10.9,5.8,1.9,1.2,,,
Jim Spanarkel,62.3,5.5,5.2,1.0,0.4,0.2,,
Ricky Rubio,61.1,5.9,5.8,3.0,2.0,0.5,,
Drazen Petrovic,59.3,8.4,7.7,2.8,2.5,,,
